volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,n_attaques,n_pool,n_items,hasard,fpr_cible,n_permutations,temoin_min,temoin_max,note,ecart_points,ecart_bas,ecart_haut,cible_top1,cible_ic_bas,cible_ic_haut,comparateur_top1,comparateur_ic_bas,comparateur_ic_haut,controle_interpretabilite_passe,cible_tpr,comparateur_tpr,k_items,n_tirages_items,n_axes_demographiques,modalites_par_axe,n_personnes,taille_cellule_min,taille_cellule_max,p_value,temoin_groupes_aleatoires_meme_taille,n_axes,axes,modalites,plafond_bloc_complet,n_cellules,plafond,attribut_retire,chute_points,temoin_aleatoire,n_modalites
5bis bloc demographique reel,Park GSS,10 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.9866920152091255,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income+neighborhood,,,1045.0,0.9933460076045627,,,,
5bis bloc demographique reel,Park GSS,11 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.9885931558935361,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income+neighborhood+sexual_orientation,,,1046.0,0.9942965779467681,,,,
5bis bloc demographique reel,Park GSS,bloc sans « age »,-,part_personnes_seules_dans_leur_cellule,0.9724334600760456,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9857414448669202,age,0.01615969581749055,,
5bis bloc demographique reel,Park GSS,bloc sans « census_division »,-,part_personnes_seules_dans_leur_cellule,0.9287072243346007,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9591254752851711,census_division,0.0598859315589354,,
5bis bloc demographique reel,Park GSS,bloc sans « political_ideology »,-,part_personnes_seules_dans_leur_cellule,0.970532319391635,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9847908745247148,political_ideology,0.018060836501901156,,
5bis bloc demographique reel,Park GSS,bloc sans « political_party »,-,part_personnes_seules_dans_leur_cellule,0.9714828897338403,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9847908745247148,political_party,0.017110266159695797,,
5bis bloc demographique reel,Park GSS,bloc sans « education »,-,part_personnes_seules_dans_leur_cellule,0.9629277566539924,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9809885931558935,education,0.025665399239543696,,
5bis bloc demographique reel,Park GSS,bloc sans « race »,-,part_personnes_seules_dans_leur_cellule,0.9885931558935361,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9942965779467681,race,0.0,,
5bis bloc demographique reel,Park GSS,bloc sans « ethnicity »,-,part_personnes_seules_dans_leur_cellule,0.9885931558935361,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9942965779467681,ethnicity,0.0,,
5bis bloc demographique reel,Park GSS,bloc sans « gender »,-,part_personnes_seules_dans_leur_cellule,0.9781368821292775,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9885931558935361,gender,0.010456273764258617,,
5bis bloc demographique reel,Park GSS,bloc sans « income »,-,part_personnes_seules_dans_leur_cellule,0.9781368821292775,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9885931558935361,income,0.010456273764258617,,
5bis bloc demographique reel,Park GSS,bloc sans « neighborhood »,-,part_personnes_seules_dans_leur_cellule,0.9866920152091255,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933460076045627,neighborhood,0.0019011406844106071,,
5bis bloc demographique reel,Park GSS,bloc sans « sexual_orientation »,-,part_personnes_seules_dans_leur_cellule,0.9866920152091255,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933460076045627,sexual_orientation,0.0019011406844106071,,
5bis bloc demographique reel,Park GSS,items humains | « age »,-,part_modalite_majoritaire,0.6173081564967895,,,,1052,,,,,,,,0.015457327634509577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6018508288622799,7.0
5bis bloc demographique reel,Park GSS,items humains | « census_division »,-,part_modalite_majoritaire,0.6059698965884139,,,,1052,,,,,,,,0.003947093085236664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6020228035031773,10.0
5bis bloc demographique reel,Park GSS,items humains | « political_ideology »,-,part_modalite_majoritaire,0.6281222555550705,,,,1052,,,,,,,,0.030879135859798845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5972431196952717,7.0
5bis bloc demographique reel,Park GSS,items humains | « political_party »,-,part_modalite_majoritaire,0.622792045885581,,,,1052,,,,,,,,0.026180076632431937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5966119692531491,8.0
5bis bloc demographique reel,Park GSS,items humains | « education »,-,part_modalite_majoritaire,0.6060733185236103,,,,1052,,,,,,,,0.00466227246491735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.601411046058693,5.0
5bis bloc demographique reel,Park GSS,items humains | « race »,-,part_modalite_majoritaire,0.6014248778983041,,,,1052,,,,,,,,0.0032891927627798356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5981356851355243,3.0
5bis bloc demographique reel,Park GSS,items humains | « ethnicity »,-,part_modalite_majoritaire,0.6797238385268355,,,,1052,,,,,,,,0.010026451216194165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6696973873106413,21.0
5bis bloc demographique reel,Park GSS,items humains | « gender »,-,part_modalite_majoritaire,0.5994491905791173,,,,1052,,,,,,,,0.00480081833071766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5946483722483996,2.0
5bis bloc demographique reel,Park GSS,items humains | « income »,-,part_modalite_majoritaire,0.6208863900303414,,,,1052,,,,,,,,0.013552629526305648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6073337605040358,12.0
5bis bloc demographique reel,Park GSS,items humains | « neighborhood »,-,part_modalite_majoritaire,0.6025115844912747,,,,1052,,,,,,,,0.005765718483968452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5967458660073063,4.0
5bis bloc demographique reel,Park GSS,items humains | « sexual_orientation »,-,part_modalite_majoritaire,0.6572041936314872,,,,1052,,,,,,,,0.04905506354816591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6081491300833213,7.0
