perimetre,condition,groupe,metrique,moyenne,ic_bas,ic_haut
150,B0 tirage,sensible+investiguer moins temoin,ecart_desirabilite,-0.011576,-0.035257,0.013179
150,B1 argmax,sensible,exactitude,0.583705,0.557194,0.610556
150,B1 argmax,sensible,distance,0.116913,0.097242,0.137343
150,B1 argmax,sensible,ecart_desirabilite,0.020788,0.000083,0.041974
150,B1 argmax,investiguer,exactitude,0.586149,0.558975,0.611295
150,B1 argmax,investiguer,distance,0.089685,0.068878,0.114844
150,B1 argmax,investiguer,ecart_desirabilite,-0.031164,-0.066789,0.001615
150,B1 argmax,temoin,exactitude,0.630625,0.616508,0.645441
150,B1 argmax,temoin,distance,0.107769,0.096649,0.120291
150,B1 argmax,temoin,ecart_desirabilite,0.027538,0.014057,0.040532
150,B1 argmax,sensible+investiguer,exactitude,0.584976,0.565600,0.604807
150,B1 argmax,sensible+investiguer,distance,0.102754,0.088023,0.118489
150,B1 argmax,sensible+investiguer,ecart_desirabilite,-0.000604,-0.020737,0.019222
150,B1 argmax,sensible moins temoin,exactitude,-0.046921,-0.073342,-0.022088
150,B1 argmax,sensible+investiguer moins temoin,exactitude,-0.045650,-0.062954,-0.027752
150,B1 argmax,sensible moins temoin,distance,0.009144,-0.009638,0.029696
150,B1 argmax,sensible+investiguer moins temoin,distance,-0.005015,-0.017238,0.007415
150,B1 argmax,sensible moins temoin,ecart_desirabilite,-0.006750,-0.028855,0.015047
150,B1 argmax,sensible+investiguer moins temoin,ecart_desirabilite,-0.028142,-0.049711,-0.006040
150,B2 argmax,sensible,exactitude,0.620675,0.597778,0.640570
150,B2 argmax,sensible,distance,0.149984,0.131249,0.170420
150,B2 argmax,sensible,ecart_desirabilite,0.063473,0.045222,0.084085
150,B2 argmax,investiguer,exactitude,0.658900,0.633833,0.683590
150,B2 argmax,investiguer,distance,0.126750,0.108785,0.145430
150,B2 argmax,investiguer,ecart_desirabilite,-0.048725,-0.076321,-0.023010
150,B2 argmax,temoin,exactitude,0.670795,0.656921,0.686361
150,B2 argmax,temoin,distance,0.137482,0.127426,0.147311
150,B2 argmax,temoin,ecart_desirabilite,0.033586,0.024367,0.043481
150,B2 argmax,sensible+investiguer,exactitude,0.640552,0.621574,0.659200
150,B2 argmax,sensible+investiguer,distance,0.137902,0.125047,0.152583
150,B2 argmax,sensible+investiguer,ecart_desirabilite,0.017274,0.001506,0.034078
150,B2 argmax,sensible moins temoin,exactitude,-0.050120,-0.072658,-0.029453
150,B2 argmax,sensible+investiguer moins temoin,exactitude,-0.030243,-0.047693,-0.012082
150,B2 argmax,sensible moins temoin,distance,0.012502,-0.006868,0.031930
150,B2 argmax,sensible+investiguer moins temoin,distance,0.000421,-0.013575,0.014699
150,B2 argmax,sensible moins temoin,ecart_desirabilite,0.029887,0.010270,0.050665
150,B2 argmax,sensible+investiguer moins temoin,ecart_desirabilite,-0.016312,-0.034849,0.002262
150,C2,sensible,exactitude,0.446123,0.423875,0.469445
150,C2,sensible,distance,0.247922,0.229514,0.266946
150,C2,sensible,ecart_desirabilite,-0.154827,-0.177197,-0.130056
150,C2,investiguer,exactitude,0.529598,0.501000,0.555898
150,C2,investiguer,distance,0.152302,0.125996,0.180745
150,C2,investiguer,ecart_desirabilite,-0.074611,-0.108979,-0.041832
150,C2,temoin,exactitude,0.536790,0.523277,0.550054
150,C2,temoin,distance,0.211756,0.200151,0.223232
150,C2,temoin,ecart_desirabilite,0.051930,0.039346,0.063384
150,C2,sensible+investiguer,exactitude,0.489530,0.469327,0.509607
150,C2,sensible+investiguer,distance,0.198199,0.181468,0.214604
150,C2,sensible+investiguer,ecart_desirabilite,-0.121797,-0.143253,-0.099760
150,C2,sensible moins temoin,exactitude,-0.090667,-0.114372,-0.066474
150,C2,sensible+investiguer moins temoin,exactitude,-0.047260,-0.066011,-0.028653
150,C2,sensible moins temoin,distance,0.036166,0.018144,0.055851
150,C2,sensible+investiguer moins temoin,distance,-0.013556,-0.031514,0.004600
150,C2,sensible moins temoin,ecart_desirabilite,-0.206757,-0.228849,-0.184217
150,C2,sensible+investiguer moins temoin,ecart_desirabilite,-0.173727,-0.194601,-0.150909
150,C3,sensible,exactitude,0.516779,0.493875,0.537792
150,C3,sensible,distance,0.256520,0.237777,0.275267
150,C3,sensible,ecart_desirabilite,-0.088286,-0.107973,-0.068106
150,C3,investiguer,exactitude,0.567383,0.546154,0.587705
150,C3,investiguer,distance,0.224130,0.208674,0.239626
150,C3,investiguer,ecart_desirabilite,-0.134725,-0.157312,-0.113375
150,C3,temoin,exactitude,0.587450,0.574354,0.601031
150,C3,temoin,distance,0.211962,0.202766,0.221215
150,C3,temoin,ecart_desirabilite,0.042715,0.032586,0.052590
150,C3,sensible+investiguer,exactitude,0.543093,0.526667,0.558667
150,C3,sensible+investiguer,distance,0.239677,0.227877,0.252527
150,C3,sensible+investiguer,ecart_desirabilite,-0.107408,-0.121826,-0.092378
150,C3,sensible moins temoin,exactitude,-0.070671,-0.092012,-0.050341
150,C3,sensible+investiguer moins temoin,exactitude,-0.044358,-0.058854,-0.029948
150,C3,sensible moins temoin,distance,0.044558,0.025580,0.063953
150,C3,sensible+investiguer moins temoin,distance,0.027715,0.013875,0.040965
150,C3,sensible moins temoin,ecart_desirabilite,-0.131001,-0.152544,-0.109294
150,C3,sensible+investiguer moins temoin,ecart_desirabilite,-0.150123,-0.167367,-0.131690
