condition,axe_transport,variante,lambda,mesure,ratio_inter,ratio_intra,exactitude,diversite_conservee,accord_paires,part_changee
agents enquete,profil croise,naive,0.1,variance_ordinale,0.0449,0.9747,0.5991,0.8612,0.5516,0.1270
agents enquete,profil croise,informee,0.1,entropie,-0.0448,0.9147,0.6178,0.8612,0.5516,0.1270
agents enquete,profil croise,informee,0.1,gini_simpson,-0.0354,0.9364,0.6178,0.8612,0.5516,0.1270
agents enquete,profil croise,informee,0.1,variance_ordinale,0.0449,0.9747,0.6178,0.8612,0.5516,0.1270
agents enquete,profil croise,naive,0.0,entropie,-0.0676,0.9165,0.5944,0.8616,0.5514,0.1411
agents enquete,profil croise,naive,0.0,gini_simpson,-0.0593,0.9382,0.5944,0.8616,0.5514,0.1411
agents enquete,profil croise,naive,0.0,variance_ordinale,0.0210,0.9773,0.5944,0.8616,0.5514,0.1411
agents enquete,profil croise,informee,0.0,entropie,-0.0676,0.9165,0.6126,0.8616,0.5514,0.1411
agents enquete,profil croise,informee,0.0,gini_simpson,-0.0593,0.9382,0.6126,0.8616,0.5514,0.1411
agents enquete,profil croise,informee,0.0,variance_ordinale,0.0210,0.9773,0.6126,0.8616,0.5514,0.1411
agents entretien (v3),political_ideology,naive,1.0,entropie,2.7840,0.7714,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),political_ideology,naive,1.0,gini_simpson,2.8263,0.7641,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),political_ideology,naive,1.0,variance_ordinale,3.2189,0.7307,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),political_ideology,informee,1.0,entropie,2.7840,0.7714,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),political_ideology,informee,1.0,gini_simpson,2.8263,0.7641,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),political_ideology,informee,1.0,variance_ordinale,3.2189,0.7307,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),political_ideology,naive,0.9,entropie,2.1616,0.8016,0.6505,0.8646,0.5602,0.0143
agents entretien (v3),political_ideology,naive,0.9,gini_simpson,2.2699,0.7933,0.6505,0.8646,0.5602,0.0143
agents entretien (v3),political_ideology,naive,0.9,variance_ordinale,2.5971,0.7906,0.6505,0.8646,0.5602,0.0143
agents entretien (v3),political_ideology,informee,0.9,entropie,2.1616,0.8016,0.6533,0.8646,0.5602,0.0143
agents entretien (v3),political_ideology,informee,0.9,gini_simpson,2.2699,0.7933,0.6533,0.8646,0.5602,0.0143
agents entretien (v3),political_ideology,informee,0.9,variance_ordinale,2.5971,0.7906,0.6533,0.8646,0.5602,0.0143
agents entretien (v3),political_ideology,naive,0.8,entropie,1.6475,0.8263,0.6446,0.8644,0.5603,0.0291
agents entretien (v3),political_ideology,naive,0.8,gini_simpson,1.7715,0.8192,0.6446,0.8644,0.5603,0.0291
agents entretien (v3),political_ideology,naive,0.8,variance_ordinale,2.0354,0.8455,0.6446,0.8644,0.5603,0.0291
agents entretien (v3),political_ideology,informee,0.8,entropie,1.6475,0.8263,0.6500,0.8644,0.5603,0.0291
agents entretien (v3),political_ideology,informee,0.8,gini_simpson,1.7715,0.8192,0.6500,0.8644,0.5603,0.0291
agents entretien (v3),political_ideology,informee,0.8,variance_ordinale,2.0354,0.8455,0.6500,0.8644,0.5603,0.0291
agents entretien (v3),political_ideology,naive,0.7,entropie,1.2140,0.8475,0.6392,0.8644,0.5602,0.0439
agents entretien (v3),political_ideology,naive,0.7,gini_simpson,1.3337,0.8423,0.6392,0.8644,0.5602,0.0439
agents entretien (v3),political_ideology,naive,0.7,variance_ordinale,1.5432,0.8933,0.6392,0.8644,0.5602,0.0439
agents entretien (v3),political_ideology,informee,0.7,entropie,1.2140,0.8475,0.6465,0.8644,0.5602,0.0439
agents entretien (v3),political_ideology,informee,0.7,gini_simpson,1.3337,0.8423,0.6465,0.8644,0.5602,0.0439
agents entretien (v3),political_ideology,informee,0.7,variance_ordinale,1.5432,0.8933,0.6465,0.8644,0.5602,0.0439
agents entretien (v3),political_ideology,naive,0.6,entropie,0.8502,0.8656,0.6332,0.8648,0.5602,0.0586
agents entretien (v3),political_ideology,naive,0.6,gini_simpson,0.9540,0.8623,0.6332,0.8648,0.5602,0.0586
agents entretien (v3),political_ideology,naive,0.6,variance_ordinale,1.1222,0.9347,0.6332,0.8648,0.5602,0.0586
agents entretien (v3),political_ideology,informee,0.6,entropie,0.8502,0.8656,0.6423,0.8648,0.5602,0.0586
agents entretien (v3),political_ideology,informee,0.6,gini_simpson,0.9540,0.8623,0.6423,0.8648,0.5602,0.0586
agents entretien (v3),political_ideology,informee,0.6,variance_ordinale,1.1222,0.9347,0.6423,0.8648,0.5602,0.0586
agents entretien (v3),political_ideology,naive,0.5,entropie,0.5474,0.8801,0.6272,0.8645,0.5602,0.0735
agents entretien (v3),political_ideology,naive,0.5,gini_simpson,0.6316,0.8791,0.6272,0.8645,0.5602,0.0735
agents entretien (v3),political_ideology,naive,0.5,variance_ordinale,0.7572,0.9698,0.6272,0.8645,0.5602,0.0735
agents entretien (v3),political_ideology,informee,0.5,entropie,0.5474,0.8801,0.6379,0.8645,0.5602,0.0735
agents entretien (v3),political_ideology,informee,0.5,gini_simpson,0.6316,0.8791,0.6379,0.8645,0.5602,0.0735
agents entretien (v3),political_ideology,informee,0.5,variance_ordinale,0.7572,0.9698,0.6379,0.8645,0.5602,0.0735
agents entretien (v3),political_ideology,naive,0.4,entropie,0.3043,0.8918,0.6209,0.8644,0.5602,0.0881
agents entretien (v3),political_ideology,naive,0.4,gini_simpson,0.3690,0.8928,0.6209,0.8644,0.5602,0.0881
agents entretien (v3),political_ideology,naive,0.4,variance_ordinale,0.4632,0.9986,0.6209,0.8644,0.5602,0.0881
agents entretien (v3),political_ideology,informee,0.4,entropie,0.3043,0.8918,0.6331,0.8644,0.5602,0.0881
agents entretien (v3),political_ideology,informee,0.4,gini_simpson,0.3690,0.8928,0.6331,0.8644,0.5602,0.0881
agents entretien (v3),political_ideology,informee,0.4,variance_ordinale,0.4632,0.9986,0.6331,0.8644,0.5602,0.0881
agents entretien (v3),political_ideology,naive,0.3,entropie,0.1104,0.9011,0.6152,0.8643,0.5602,0.1030
agents entretien (v3),political_ideology,naive,0.3,gini_simpson,0.1629,0.9037,0.6152,0.8643,0.5602,0.1030
agents entretien (v3),political_ideology,naive,0.3,variance_ordinale,0.2335,1.0218,0.6152,0.8643,0.5602,0.1030
agents entretien (v3),political_ideology,informee,0.3,entropie,0.1104,0.9011,0.6277,0.8643,0.5602,0.1030
agents entretien (v3),political_ideology,informee,0.3,gini_simpson,0.1629,0.9037,0.6277,0.8643,0.5602,0.1030
agents entretien (v3),political_ideology,informee,0.3,variance_ordinale,0.2335,1.0218,0.6277,0.8643,0.5602,0.1030
agents entretien (v3),political_ideology,naive,0.2,entropie,-0.0264,0.9074,0.6090,0.8640,0.5603,0.1178
agents entretien (v3),political_ideology,naive,0.2,gini_simpson,0.0163,0.9112,0.6090,0.8640,0.5603,0.1178
agents entretien (v3),political_ideology,naive,0.2,variance_ordinale,0.0695,1.0369,0.6090,0.8640,0.5603,0.1178
agents entretien (v3),political_ideology,informee,0.2,entropie,-0.0264,0.9074,0.6225,0.8640,0.5603,0.1178
agents entretien (v3),political_ideology,informee,0.2,gini_simpson,0.0163,0.9112,0.6225,0.8640,0.5603,0.1178
agents entretien (v3),political_ideology,informee,0.2,variance_ordinale,0.0695,1.0369,0.6225,0.8640,0.5603,0.1178
agents entretien (v3),political_ideology,naive,0.1,entropie,-0.1083,0.9117,0.6038,0.8642,0.5602,0.1324
agents entretien (v3),political_ideology,naive,0.1,gini_simpson,-0.0704,0.9160,0.6038,0.8642,0.5602,0.1324
agents entretien (v3),political_ideology,naive,0.1,variance_ordinale,-0.0284,1.0472,0.6038,0.8642,0.5602,0.1324
agents entretien (v3),political_ideology,informee,0.1,entropie,-0.1083,0.9117,0.6171,0.8642,0.5602,0.1324
agents entretien (v3),political_ideology,informee,0.1,gini_simpson,-0.0704,0.9160,0.6171,0.8642,0.5602,0.1324
agents entretien (v3),political_ideology,informee,0.1,variance_ordinale,-0.0284,1.0472,0.6171,0.8642,0.5602,0.1324
agents entretien (v3),political_ideology,naive,0.0,entropie,-0.1368,0.9130,0.5971,0.8642,0.5602,0.1472
agents entretien (v3),political_ideology,naive,0.0,gini_simpson,-0.0997,0.9174,0.5971,0.8642,0.5602,0.1472
agents entretien (v3),political_ideology,naive,0.0,variance_ordinale,-0.0613,1.0507,0.5971,0.8642,0.5602,0.1472
agents entretien (v3),political_ideology,informee,0.0,entropie,-0.1368,0.9130,0.6113,0.8642,0.5602,0.1472
agents entretien (v3),political_ideology,informee,0.0,gini_simpson,-0.0997,0.9174,0.6113,0.8642,0.5602,0.1472
agents entretien (v3),political_ideology,informee,0.0,variance_ordinale,-0.0613,1.0507,0.6113,0.8642,0.5602,0.1472
agents entretien (v3),profil croise,naive,1.0,entropie,2.4378,0.7721,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),profil croise,naive,1.0,gini_simpson,2.6166,0.7667,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),profil croise,naive,1.0,variance_ordinale,3.0781,0.7281,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),profil croise,informee,1.0,entropie,2.4378,0.7721,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),profil croise,informee,1.0,gini_simpson,2.6166,0.7667,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),profil croise,informee,1.0,variance_ordinale,3.0781,0.7281,0.6565,0.8648,0.5602,0.0000
agents entretien (v3),profil croise,naive,0.9,entropie,1.9255,0.8021,0.6507,0.8646,0.5601,0.0140
agents entretien (v3),profil croise,naive,0.9,gini_simpson,2.1192,0.7952,0.6507,0.8646,0.5601,0.0140
agents entretien (v3),profil croise,naive,0.9,variance_ordinale,2.5101,0.7874,0.6507,0.8646,0.5601,0.0140
agents entretien (v3),profil croise,informee,0.9,entropie,1.9255,0.8021,0.6536,0.8646,0.5601,0.0140
agents entretien (v3),profil croise,informee,0.9,gini_simpson,2.1192,0.7952,0.6536,0.8646,0.5601,0.0140
agents entretien (v3),profil croise,informee,0.9,variance_ordinale,2.5101,0.7874,0.6536,0.8646,0.5601,0.0140
agents entretien (v3),profil croise,naive,0.8,entropie,1.4712,0.8291,0.6445,0.8647,0.5599,0.0297
agents entretien (v3),profil croise,naive,0.8,gini_simpson,1.6572,0.8221,0.6445,0.8647,0.5599,0.0297
agents entretien (v3),profil croise,naive,0.8,variance_ordinale,1.9805,0.8433,0.6445,0.8647,0.5599,0.0297
agents entretien (v3),profil croise,informee,0.8,entropie,1.4712,0.8291,0.6500,0.8647,0.5599,0.0297
agents entretien (v3),profil croise,informee,0.8,gini_simpson,1.6572,0.8221,0.6500,0.8647,0.5599,0.0297
agents entretien (v3),profil croise,informee,0.8,variance_ordinale,1.9805,0.8433,0.6500,0.8647,0.5599,0.0297
agents entretien (v3),profil croise,naive,0.7,entropie,1.0871,0.8520,0.6380,0.8650,0.5596,0.0454
agents entretien (v3),profil croise,naive,0.7,gini_simpson,1.2506,0.8461,0.6380,0.8650,0.5596,0.0454
agents entretien (v3),profil croise,naive,0.7,variance_ordinale,1.5179,0.8926,0.6380,0.8650,0.5596,0.0454
agents entretien (v3),profil croise,informee,0.7,entropie,1.0871,0.8520,0.6460,0.8650,0.5596,0.0454
agents entretien (v3),profil croise,informee,0.7,gini_simpson,1.2506,0.8461,0.6460,0.8650,0.5596,0.0454
agents entretien (v3),profil croise,informee,0.7,variance_ordinale,1.5179,0.8926,0.6460,0.8650,0.5596,0.0454
agents entretien (v3),profil croise,naive,0.6,entropie,0.7689,0.8711,0.6317,0.8653,0.5594,0.0608
agents entretien (v3),profil croise,naive,0.6,gini_simpson,0.9013,0.8666,0.6317,0.8653,0.5594,0.0608
agents entretien (v3),profil croise,naive,0.6,variance_ordinale,1.1225,0.9352,0.6317,0.8653,0.5594,0.0608
agents entretien (v3),profil croise,informee,0.6,entropie,0.7689,0.8711,0.6415,0.8653,0.5594,0.0608
agents entretien (v3),profil croise,informee,0.6,gini_simpson,0.9013,0.8666,0.6415,0.8653,0.5594,0.0608
agents entretien (v3),profil croise,informee,0.6,variance_ordinale,1.1225,0.9352,0.6415,0.8653,0.5594,0.0608
agents entretien (v3),profil croise,naive,0.5,entropie,0.5130,0.8866,0.6250,0.8657,0.5590,0.0760
agents entretien (v3),profil croise,naive,0.5,gini_simpson,0.6057,0.8842,0.6250,0.8657,0.5590,0.0760
agents entretien (v3),profil croise,naive,0.5,variance_ordinale,0.7855,0.9707,0.6250,0.8657,0.5590,0.0760
agents entretien (v3),profil croise,informee,0.5,entropie,0.5130,0.8866,0.6367,0.8657,0.5590,0.0760
agents entretien (v3),profil croise,informee,0.5,gini_simpson,0.6057,0.8842,0.6367,0.8657,0.5590,0.0760
agents entretien (v3),profil croise,informee,0.5,variance_ordinale,0.7855,0.9707,0.6367,0.8657,0.5590,0.0760
agents entretien (v3),profil croise,naive,0.4,entropie,0.3009,0.8994,0.6199,0.8660,0.5588,0.0915
agents entretien (v3),profil croise,naive,0.4,gini_simpson,0.3627,0.8986,0.6199,0.8660,0.5588,0.0915
agents entretien (v3),profil croise,naive,0.4,variance_ordinale,0.5085,1.0012,0.6199,0.8660,0.5588,0.0915
agents entretien (v3),profil croise,informee,0.4,entropie,0.3009,0.8994,0.6319,0.8660,0.5588,0.0915
agents entretien (v3),profil croise,informee,0.4,gini_simpson,0.3627,0.8986,0.6319,0.8660,0.5588,0.0915
agents entretien (v3),profil croise,informee,0.4,variance_ordinale,0.5085,1.0012,0.6319,0.8660,0.5588,0.0915
agents entretien (v3),profil croise,naive,0.3,entropie,0.1363,0.9094,0.6127,0.8662,0.5585,0.1069
agents entretien (v3),profil croise,naive,0.3,gini_simpson,0.1743,0.9101,0.6127,0.8662,0.5585,0.1069
agents entretien (v3),profil croise,naive,0.3,variance_ordinale,0.2948,1.0243,0.6127,0.8662,0.5585,0.1069
agents entretien (v3),profil croise,informee,0.3,entropie,0.1363,0.9094,0.6264,0.8662,0.5585,0.1069
agents entretien (v3),profil croise,informee,0.3,gini_simpson,0.1743,0.9101,0.6264,0.8662,0.5585,0.1069
agents entretien (v3),profil croise,informee,0.3,variance_ordinale,0.2948,1.0243,0.6264,0.8662,0.5585,0.1069
agents entretien (v3),profil croise,naive,0.2,entropie,0.0197,0.9164,0.6061,0.8663,0.5582,0.1222
agents entretien (v3),profil croise,naive,0.2,gini_simpson,0.0390,0.9183,0.6061,0.8663,0.5582,0.1222
agents entretien (v3),profil croise,naive,0.2,variance_ordinale,0.1413,1.0406,0.6061,0.8663,0.5582,0.1222
agents entretien (v3),profil croise,informee,0.2,entropie,0.0197,0.9164,0.6213,0.8663,0.5582,0.1222
agents entretien (v3),profil croise,informee,0.2,gini_simpson,0.0390,0.9183,0.6213,0.8663,0.5582,0.1222
agents entretien (v3),profil croise,informee,0.2,variance_ordinale,0.1413,1.0406,0.6213,0.8663,0.5582,0.1222
agents entretien (v3),profil croise,naive,0.1,entropie,-0.0524,0.9206,0.6009,0.8663,0.5581,0.1375
agents entretien (v3),profil croise,naive,0.1,gini_simpson,-0.0433,0.9234,0.6009,0.8663,0.5581,0.1375
agents entretien (v3),profil croise,naive,0.1,variance_ordinale,0.0479,1.0502,0.6009,0.8663,0.5581,0.1375
agents entretien (v3),profil croise,informee,0.1,entropie,-0.0524,0.9206,0.6156,0.8663,0.5581,0.1375
agents entretien (v3),profil croise,informee,0.1,gini_simpson,-0.0433,0.9234,0.6156,0.8663,0.5581,0.1375
agents entretien (v3),profil croise,informee,0.1,variance_ordinale,0.0479,1.0502,0.6156,0.8663,0.5581,0.1375
agents entretien (v3),profil croise,naive,0.0,entropie,-0.0771,0.9228,0.5947,0.8670,0.5577,0.1529
agents entretien (v3),profil croise,naive,0.0,gini_simpson,-0.0719,0.9257,0.5947,0.8670,0.5577,0.1529
agents entretien (v3),profil croise,naive,0.0,variance_ordinale,0.0156,1.0551,0.5947,0.8670,0.5577,0.1529
agents entretien (v3),profil croise,informee,0.0,entropie,-0.0771,0.9228,0.6093,0.8670,0.5577,0.1529
agents entretien (v3),profil croise,informee,0.0,gini_simpson,-0.0719,0.9257,0.6093,0.8670,0.5577,0.1529
agents entretien (v3),profil croise,informee,0.0,variance_ordinale,0.0156,1.0551,0.6093,0.8670,0.5577,0.1529
agents demographiques (v8),political_ideology,naive,1.0,entropie,8.3190,0.4360,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),political_ideology,naive,1.0,gini_simpson,8.1299,0.4425,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),political_ideology,naive,1.0,variance_ordinale,7.7070,0.2965,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),political_ideology,informee,1.0,entropie,8.3190,0.4360,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),political_ideology,informee,1.0,gini_simpson,8.1299,0.4425,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),political_ideology,informee,1.0,variance_ordinale,7.7070,0.2965,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),political_ideology,naive,0.9,entropie,6.2797,0.5350,0.5536,0.8018,0.5812,0.0272
agents demographiques (v8),political_ideology,naive,0.9,gini_simpson,6.5664,0.5243,0.5536,0.8018,0.5812,0.0272
agents demographiques (v8),political_ideology,naive,0.9,variance_ordinale,6.2318,0.4399,0.5536,0.8018,0.5812,0.0272
agents demographiques (v8),political_ideology,informee,0.9,entropie,6.2797,0.5350,0.5549,0.8018,0.5812,0.0272
agents demographiques (v8),political_ideology,informee,0.9,gini_simpson,6.5664,0.5243,0.5549,0.8018,0.5812,0.0272
agents demographiques (v8),political_ideology,informee,0.9,variance_ordinale,6.2318,0.4399,0.5549,0.8018,0.5812,0.0272
agents demographiques (v8),political_ideology,naive,0.8,entropie,4.7893,0.6072,0.5475,0.8014,0.5813,0.0546
agents demographiques (v8),political_ideology,naive,0.8,gini_simpson,5.1686,0.5974,0.5475,0.8014,0.5813,0.0546
agents demographiques (v8),political_ideology,naive,0.8,variance_ordinale,4.9097,0.5685,0.5475,0.8014,0.5813,0.0546
agents demographiques (v8),political_ideology,informee,0.8,entropie,4.7893,0.6072,0.5494,0.8014,0.5813,0.0546
agents demographiques (v8),political_ideology,informee,0.8,gini_simpson,5.1686,0.5974,0.5494,0.8014,0.5813,0.0546
agents demographiques (v8),political_ideology,informee,0.8,variance_ordinale,4.9097,0.5685,0.5494,0.8014,0.5813,0.0546
agents demographiques (v8),political_ideology,naive,0.7,entropie,3.5814,0.6662,0.5425,0.8016,0.5812,0.0820
agents demographiques (v8),political_ideology,naive,0.7,gini_simpson,3.9365,0.6623,0.5425,0.8016,0.5812,0.0820
agents demographiques (v8),political_ideology,naive,0.7,variance_ordinale,3.7491,0.6814,0.5425,0.8016,0.5812,0.0820
agents demographiques (v8),political_ideology,informee,0.7,entropie,3.5814,0.6662,0.5444,0.8016,0.5812,0.0820
agents demographiques (v8),political_ideology,informee,0.7,gini_simpson,3.9365,0.6623,0.5444,0.8016,0.5812,0.0820
agents demographiques (v8),political_ideology,informee,0.7,variance_ordinale,3.7491,0.6814,0.5444,0.8016,0.5812,0.0820
agents demographiques (v8),political_ideology,naive,0.6,entropie,2.5783,0.7153,0.5367,0.8018,0.5812,0.1095
agents demographiques (v8),political_ideology,naive,0.6,gini_simpson,2.8632,0.7186,0.5367,0.8018,0.5812,0.1095
agents demographiques (v8),political_ideology,naive,0.6,variance_ordinale,2.7366,0.7811,0.5367,0.8018,0.5812,0.1095
agents demographiques (v8),political_ideology,informee,0.6,entropie,2.5783,0.7153,0.5389,0.8018,0.5812,0.1095
agents demographiques (v8),political_ideology,informee,0.6,gini_simpson,2.8632,0.7186,0.5389,0.8018,0.5812,0.1095
agents demographiques (v8),political_ideology,informee,0.6,variance_ordinale,2.7366,0.7811,0.5389,0.8018,0.5812,0.1095
agents demographiques (v8),political_ideology,naive,0.5,entropie,1.7544,0.7556,0.5309,0.8020,0.5811,0.1369
agents demographiques (v8),political_ideology,naive,0.5,gini_simpson,1.9593,0.7662,0.5309,0.8020,0.5811,0.1369
agents demographiques (v8),political_ideology,naive,0.5,variance_ordinale,1.8821,0.8632,0.5309,0.8020,0.5811,0.1369
agents demographiques (v8),political_ideology,informee,0.5,entropie,1.7544,0.7556,0.5336,0.8020,0.5811,0.1369
agents demographiques (v8),political_ideology,informee,0.5,gini_simpson,1.9593,0.7662,0.5336,0.8020,0.5811,0.1369
agents demographiques (v8),political_ideology,informee,0.5,variance_ordinale,1.8821,0.8632,0.5336,0.8020,0.5811,0.1369
agents demographiques (v8),political_ideology,naive,0.4,entropie,1.0868,0.7877,0.5248,0.8016,0.5812,0.1643
agents demographiques (v8),political_ideology,naive,0.4,gini_simpson,1.2186,0.8049,0.5248,0.8016,0.5812,0.1643
agents demographiques (v8),political_ideology,naive,0.4,variance_ordinale,1.1786,0.9318,0.5248,0.8016,0.5812,0.1643
agents demographiques (v8),political_ideology,informee,0.4,entropie,1.0868,0.7877,0.5282,0.8016,0.5812,0.1643
agents demographiques (v8),political_ideology,informee,0.4,gini_simpson,1.2186,0.8049,0.5282,0.8016,0.5812,0.1643
agents demographiques (v8),political_ideology,informee,0.4,variance_ordinale,1.1786,0.9318,0.5282,0.8016,0.5812,0.1643
agents demographiques (v8),political_ideology,naive,0.3,entropie,0.5676,0.8130,0.5191,0.8016,0.5811,0.1918
agents demographiques (v8),political_ideology,naive,0.3,gini_simpson,0.6439,0.8351,0.5191,0.8016,0.5811,0.1918
agents demographiques (v8),political_ideology,naive,0.3,variance_ordinale,0.6383,0.9851,0.5191,0.8016,0.5811,0.1918
agents demographiques (v8),political_ideology,informee,0.3,entropie,0.5676,0.8130,0.5226,0.8016,0.5811,0.1918
agents demographiques (v8),political_ideology,informee,0.3,gini_simpson,0.6439,0.8351,0.5226,0.8016,0.5811,0.1918
agents demographiques (v8),political_ideology,informee,0.3,variance_ordinale,0.6383,0.9851,0.5226,0.8016,0.5811,0.1918
agents demographiques (v8),political_ideology,naive,0.2,entropie,0.1931,0.8311,0.5131,0.8014,0.5812,0.2191
agents demographiques (v8),political_ideology,naive,0.2,gini_simpson,0.2322,0.8565,0.5131,0.8014,0.5812,0.2191
agents demographiques (v8),political_ideology,naive,0.2,variance_ordinale,0.2480,1.0226,0.5131,0.8014,0.5812,0.2191
agents demographiques (v8),political_ideology,informee,0.2,entropie,0.1931,0.8311,0.5172,0.8014,0.5812,0.2191
agents demographiques (v8),political_ideology,informee,0.2,gini_simpson,0.2322,0.8565,0.5172,0.8014,0.5812,0.2191
agents demographiques (v8),political_ideology,informee,0.2,variance_ordinale,0.2480,1.0226,0.5172,0.8014,0.5812,0.2191
agents demographiques (v8),political_ideology,naive,0.1,entropie,-0.0381,0.8425,0.5090,0.8016,0.5812,0.2465
agents demographiques (v8),political_ideology,naive,0.1,gini_simpson,-0.0131,0.8695,0.5090,0.8016,0.5812,0.2465
agents demographiques (v8),political_ideology,naive,0.1,variance_ordinale,0.0173,1.0447,0.5090,0.8016,0.5812,0.2465
agents demographiques (v8),political_ideology,informee,0.1,entropie,-0.0381,0.8425,0.5116,0.8016,0.5812,0.2465
agents demographiques (v8),political_ideology,informee,0.1,gini_simpson,-0.0131,0.8695,0.5116,0.8016,0.5812,0.2465
agents demographiques (v8),political_ideology,informee,0.1,variance_ordinale,0.0173,1.0447,0.5116,0.8016,0.5812,0.2465
agents demographiques (v8),political_ideology,naive,0.0,entropie,-0.1169,0.8461,0.5017,0.8014,0.5813,0.2740
agents demographiques (v8),political_ideology,naive,0.0,gini_simpson,-0.0949,0.8735,0.5017,0.8014,0.5813,0.2740
agents demographiques (v8),political_ideology,naive,0.0,variance_ordinale,-0.0615,1.0531,0.5017,0.8014,0.5813,0.2740
agents demographiques (v8),political_ideology,informee,0.0,entropie,-0.1169,0.8461,0.5056,0.8014,0.5813,0.2740
agents demographiques (v8),political_ideology,informee,0.0,gini_simpson,-0.0949,0.8735,0.5056,0.8014,0.5813,0.2740
agents demographiques (v8),political_ideology,informee,0.0,variance_ordinale,-0.0615,1.0531,0.5056,0.8014,0.5813,0.2740
agents demographiques (v8),profil croise,naive,1.0,entropie,6.2563,0.4803,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),profil croise,naive,1.0,gini_simpson,6.5376,0.4985,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),profil croise,naive,1.0,variance_ordinale,6.8033,0.3395,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),profil croise,informee,1.0,entropie,6.2563,0.4803,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),profil croise,informee,1.0,gini_simpson,6.5376,0.4985,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),profil croise,informee,1.0,variance_ordinale,6.8033,0.3395,0.5592,0.8021,0.5811,0.0000
agents demographiques (v8),profil croise,naive,0.9,entropie,4.7942,0.5665,0.5535,0.8020,0.5809,0.0245
agents demographiques (v8),profil croise,naive,0.9,gini_simpson,5.3412,0.5674,0.5535,0.8020,0.5809,0.0245
agents demographiques (v8),profil croise,naive,0.9,variance_ordinale,5.5679,0.4704,0.5535,0.8020,0.5809,0.0245
agents demographiques (v8),profil croise,informee,0.9,entropie,4.7942,0.5665,0.5560,0.8020,0.5809,0.0245
agents demographiques (v8),profil croise,informee,0.9,gini_simpson,5.3412,0.5674,0.5560,0.8020,0.5809,0.0245
agents demographiques (v8),profil croise,informee,0.9,variance_ordinale,5.5679,0.4704,0.5560,0.8020,0.5809,0.0245
agents demographiques (v8),profil croise,naive,0.8,entropie,3.7088,0.6312,0.5483,0.8026,0.5804,0.0494
agents demographiques (v8),profil croise,naive,0.8,gini_simpson,4.2797,0.6293,0.5483,0.8026,0.5804,0.0494
agents demographiques (v8),profil croise,naive,0.8,variance_ordinale,4.4785,0.5849,0.5483,0.8026,0.5804,0.0494
agents demographiques (v8),profil croise,informee,0.8,entropie,3.7088,0.6312,0.5521,0.8026,0.5804,0.0494
agents demographiques (v8),profil croise,informee,0.8,gini_simpson,4.2797,0.6293,0.5521,0.8026,0.5804,0.0494
agents demographiques (v8),profil croise,informee,0.8,variance_ordinale,4.4785,0.5849,0.5521,0.8026,0.5804,0.0494
agents demographiques (v8),profil croise,naive,0.7,entropie,2.8423,0.6831,0.5423,0.8034,0.5799,0.0743
agents demographiques (v8),profil croise,naive,0.7,gini_simpson,3.3403,0.6841,0.5423,0.8034,0.5799,0.0743
agents demographiques (v8),profil croise,naive,0.7,variance_ordinale,3.5073,0.6898,0.5423,0.8034,0.5799,0.0743
agents demographiques (v8),profil croise,informee,0.7,entropie,2.8423,0.6831,0.5475,0.8034,0.5799,0.0743
agents demographiques (v8),profil croise,informee,0.7,gini_simpson,3.3403,0.6841,0.5475,0.8034,0.5799,0.0743
agents demographiques (v8),profil croise,informee,0.7,variance_ordinale,3.5073,0.6898,0.5475,0.8034,0.5799,0.0743
agents demographiques (v8),profil croise,naive,0.6,entropie,2.1229,0.7267,0.5364,0.8044,0.5793,0.0993
agents demographiques (v8),profil croise,naive,0.6,gini_simpson,2.5230,0.7322,0.5364,0.8044,0.5793,0.0993
agents demographiques (v8),profil croise,naive,0.6,variance_ordinale,2.6640,0.7791,0.5364,0.8044,0.5793,0.0993
agents demographiques (v8),profil croise,informee,0.6,entropie,2.1229,0.7267,0.5428,0.8044,0.5793,0.0993
agents demographiques (v8),profil croise,informee,0.6,gini_simpson,2.5230,0.7322,0.5428,0.8044,0.5793,0.0993
agents demographiques (v8),profil croise,informee,0.6,variance_ordinale,2.6640,0.7791,0.5428,0.8044,0.5793,0.0993
agents demographiques (v8),profil croise,naive,0.5,entropie,1.5371,0.7619,0.5315,0.8051,0.5789,0.1242
