condition,item,classe_norc,seuil,n,masse_humaine,masse_predite,cellules_minoritaires,minorites_justes,cellules_predites_minoritaires,rappel_item,perimetre
humains vague 2,pillok,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,xmarsex,sensible,0.100000,150,0.040000,0.006667,6,0,1,0.000000,150
humains vague 2,homosex,temoin,0.100000,150,0.053333,0.066667,8,3,10,0.375000,150
humains vague 2,marhomo,temoin,0.100000,150,0.026667,0.060000,4,2,9,0.500000,150
humains vague 2,discaff,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,abdefect,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,abnomore,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,abhlth,temoin,0.100000,150,0.093333,0.080000,14,10,12,0.714286,150
humains vague 2,abpoor,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,abrape,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,absingle,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,abany,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,letdie1,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,suicide1,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,suicide2,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,suicide3,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,suicide4,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,pornlaw,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,fair,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,helpful,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,trust,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,tax,non teste,0.100000,150,0.033333,0.046667,5,3,7,0.600000,150
humains vague 2,vote16,sensible,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,pres16,temoin,0.100000,150,0.046667,0.040000,7,6,6,0.857143,150
humains vague 2,if16who,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,news,investiguer,0.100000,150,0.046667,0.073333,7,3,11,0.428571,150
humains vague 2,jew,non teste,0.100000,150,0.020000,0.026667,3,0,4,0.000000,150
humains vague 2,relig16*,non teste,0.100000,150,0.006667,0.020000,1,1,3,1.000000,150
humains vague 2,jew16*,non teste,0.100000,150,0.013333,0.040000,2,0,6,0.000000,150
humains vague 2,attend,sensible,0.100000,150,0.280000,0.320000,42,21,48,0.500000,150
humains vague 2,pray,investiguer,0.100000,150,0.033333,0.033333,5,3,5,0.600000,150
humains vague 2,postlife,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,bible,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,reborn,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,savesoul,investiguer,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,granborn,non teste,0.100000,150,0.080000,0.100000,12,9,15,0.750000,150
humains vague 2,uscitzn*,non teste,0.100000,150,0.013333,0.013333,2,2,2,1.000000,150
humains vague 2,fucitzn,non teste,0.100000,150,0.026667,0.020000,4,2,3,0.500000,150
humains vague 2,mnthsusa,non teste,0.100000,150,0.013333,0.020000,2,0,3,0.000000,150
humains vague 2,income,non teste,0.100000,150,0.386667,0.406667,58,21,61,0.362069,150
humains vague 2,othlang,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,health,temoin,0.100000,150,0.060000,0.046667,9,5,7,0.555556,150
humains vague 2,compuse*,temoin,0.100000,150,0.026667,0.040000,4,1,6,0.250000,150
humains vague 2,webmob,non teste,0.100000,150,0.040000,0.033333,6,0,5,0.000000,150
humains vague 2,xmovie,non teste,0.100000,150,0.000000,0.000000,0,0,0,,150
humains vague 2,usewww*,non teste,0.100000,150,0.013333,0.013333,2,1,2,0.500000,150
humains vague 2,life,temoin,0.100000,150,0.060000,0.066667,9,7,10,0.777778,150
humains vague 2,richwork,temoin,0.100000,150,0.000000,0.000000,0,0,0,,150
agents composite,natspac/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,natenvir/y,temoin,0.200000,150,0.093333,0.233333,14,9,35,0.642857,150
agents composite,natheal/y,mixte,0.200000,150,0.046667,0.046667,7,1,7,0.142857,150
agents composite,natcity/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,natdrug/y,temoin,0.200000,150,0.093333,0.093333,14,8,14,0.571429,150
agents composite,nateduc/y,temoin,0.200000,150,0.060000,0.066667,9,3,10,0.333333,150
agents composite,natrace/y,sensible,0.200000,150,0.193333,0.326667,29,26,49,0.896552,150
agents composite,natarms/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,nataid/y,temoin,0.200000,150,0.060000,0.120000,9,3,18,0.333333,150
agents composite,natfare/y,mixte,0.200000,150,0.066667,0.226667,10,8,34,0.800000,150
agents composite,natroad,sensible,0.200000,150,0.046667,0.053333,7,0,8,0.000000,150
agents composite,natsoc,temoin,0.200000,150,0.033333,0.066667,5,1,10,0.200000,150
agents composite,natmass,temoin,0.200000,150,0.066667,0.153333,10,3,23,0.300000,150
agents composite,natpark,temoin,0.200000,150,0.073333,0.113333,11,1,17,0.090909,150
agents composite,natchld,sensible,0.200000,150,0.080000,0.146667,12,7,22,0.583333,150
agents composite,natsci,temoin,0.200000,150,0.120000,0.173333,18,10,26,0.555556,150
agents composite,natenrgy,temoin,0.200000,150,0.153333,0.140000,23,10,21,0.434783,150
agents composite,uswary,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,prayer,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,courts,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,discaffw,non teste,0.200000,150,0.306667,0.073333,46,5,11,0.108696,150
agents composite,discaffm,non teste,0.200000,150,0.080000,0.040000,12,1,6,0.083333,150
agents composite,fehire,non teste,0.200000,150,0.406667,0.506667,61,25,76,0.409836,150
agents composite,fechld,temoin,0.200000,150,0.173333,0.186667,26,7,28,0.269231,150
agents composite,fepresch,investiguer,0.200000,150,0.053333,0.026667,8,2,4,0.250000,150
agents composite,fefam,investiguer,0.200000,150,0.086667,0.026667,13,3,4,0.230769,150
agents composite,fepol,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,mobile16,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,incom16,temoin,0.200000,150,0.226667,0.173333,34,8,26,0.235294,150
agents composite,dwelown16,non teste,0.200000,150,0.040000,0.046667,6,3,7,0.500000,150
agents composite,divorced,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,posslq/y,temoin,0.200000,150,0.233333,0.246667,35,32,37,0.914286,150
agents composite,wrkstat,temoin,0.200000,150,0.593333,0.666667,89,69,100,0.775281,150
agents composite,evwork,temoin,0.200000,150,0.106667,0.100000,16,11,15,0.687500,150
agents composite,wrkgovt1,non teste,0.200000,150,0.160000,0.180000,24,16,27,0.666667,150
agents composite,wrkgovt2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,partfull,non teste,0.200000,150,0.180000,0.293333,27,24,44,0.888889,150
agents composite,wksub1,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,wksup1,non teste,0.200000,150,0.180000,0.120000,27,15,18,0.555556,150
agents composite,conarmy,investiguer,0.200000,150,0.066667,0.080000,10,3,12,0.300000,150
agents composite,conbus,temoin,0.200000,150,0.153333,0.006667,23,1,1,0.043478,150
agents composite,conclerg,temoin,0.200000,150,0.120000,0.220000,18,12,33,0.666667,150
agents composite,coneduc,sensible,0.200000,150,0.173333,0.100000,26,8,15,0.307692,150
agents composite,confed,temoin,0.200000,150,0.153333,0.006667,23,1,1,0.043478,150
agents composite,confinan,temoin,0.200000,150,0.140000,0.013333,21,2,2,0.095238,150
agents composite,conjudge,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,conlabor,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,conlegis,sensible,0.200000,150,0.093333,0.000000,14,0,0,0.000000,150
agents composite,conmedic,sensible,0.200000,150,0.086667,0.073333,13,4,11,0.307692,150
agents composite,conpress,temoin,0.200000,150,0.106667,0.000000,16,0,0,0.000000,150
agents composite,consci,temoin,0.200000,150,0.086667,0.026667,13,2,4,0.153846,150
agents composite,contv,temoin,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
agents composite,joblose,non teste,0.200000,150,0.213333,0.113333,32,8,17,0.250000,150
agents composite,jobfind,temoin,0.200000,150,0.066667,0.013333,10,0,2,0.000000,150
agents composite,happy,temoin,0.200000,150,0.180000,0.040000,27,4,6,0.148148,150
agents composite,hapmar,non teste,0.200000,150,0.346667,0.346667,52,32,52,0.615385,150
agents composite,satjob,temoin,0.200000,150,0.266667,0.226667,40,16,34,0.400000,150
agents composite,spdeg*,non teste,0.200000,150,0.413333,0.380000,62,28,57,0.451613,150
agents composite,spjew,non teste,0.200000,150,0.286667,0.000000,43,0,0,0.000000,150
agents composite,spfund,non teste,0.200000,150,0.260000,0.213333,39,17,32,0.435897,150
agents composite,unemp,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,union1,non teste,0.200000,150,0.046667,0.046667,7,6,7,0.857143,150
agents composite,spkath/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,colath,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,spkrac/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,colrac,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,librac/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,spkcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,colcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,libcom/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,spkhomo/y,non teste,0.200000,150,0.080000,0.100000,12,6,15,0.500000,150
agents composite,colhomo,non teste,0.200000,150,0.066667,0.240000,10,8,36,0.800000,150
agents composite,libhomo/y,non teste,0.200000,150,0.140000,0.193333,21,15,29,0.714286,150
agents composite,cappun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,polhitok/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,polabuse/y,sensible,0.200000,150,0.060000,0.200000,9,4,30,0.444444,150
agents composite,polattak/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,grass,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,gunlaw,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,owngun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,hunt1,non teste,0.200000,150,0.080000,0.006667,12,1,1,0.083333,150
agents composite,class,non teste,0.200000,150,0.206667,0.146667,31,15,22,0.483871,150
agents composite,satfin,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,finalter,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,finrela,temoin,0.200000,150,0.293333,0.333333,44,23,50,0.522727,150
agents composite,racdif1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,racdif2,temoin,0.200000,150,0.060000,0.053333,9,2,8,0.222222,150
agents composite,racdif3,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,racdif4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,wlthwhts,non teste,0.200000,150,0.166667,0.026667,25,0,4,0.000000,150
agents composite,wlthblks,non teste,0.200000,150,0.153333,0.533333,23,11,80,0.478261,150
agents composite,wlthhsps,non teste,0.200000,150,0.146667,0.320000,22,4,48,0.181818,150
agents composite,racwork,temoin,0.200000,150,0.153333,0.266667,23,12,40,0.521739,150
agents composite,letin1a,temoin,0.200000,150,0.346667,0.346667,52,13,52,0.250000,150
agents composite,getahead,non teste,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
agents composite,aged,non teste,0.200000,150,0.073333,0.060000,11,1,9,0.090909,150
agents composite,parsol,temoin,0.200000,150,0.253333,0.146667,38,11,22,0.289474,150
agents composite,kidssol,non teste,0.200000,150,0.473333,0.213333,71,6,32,0.084507,150
agents composite,spanking,temoin,0.200000,150,0.173333,0.013333,26,2,2,0.076923,150
agents composite,divlaw,non teste,0.200000,150,0.153333,0.133333,23,9,20,0.391304,150
agents composite,sexeduc,temoin,0.200000,150,0.146667,0.146667,22,9,22,0.409091,150
agents composite,pillok,investiguer,0.200000,150,0.300000,0.400000,45,23,60,0.511111,150
agents composite,xmarsex,sensible,0.200000,150,0.200000,0.060000,30,1,9,0.033333,150
agents composite,homosex,temoin,0.200000,150,0.213333,0.100000,32,5,15,0.156250,150
agents composite,marhomo,temoin,0.200000,150,0.506667,0.580000,76,31,87,0.407895,150
agents composite,discaff,temoin,0.200000,150,0.100000,0.073333,15,7,11,0.466667,150
agents composite,abdefect,temoin,0.200000,150,0.180000,0.146667,27,16,22,0.592593,150
agents composite,abnomore,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,abhlth,temoin,0.200000,150,0.093333,0.106667,14,10,16,0.714286,150
agents composite,abpoor,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,abrape,investiguer,0.200000,150,0.106667,0.126667,16,12,19,0.750000,150
agents composite,absingle,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,abany,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,letdie1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,suicide1,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,suicide2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,suicide3,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,suicide4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,pornlaw,temoin,0.200000,150,0.106667,0.013333,16,2,2,0.125000,150
agents composite,fair,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,helpful,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,trust,non teste,0.200000,150,0.166667,0.126667,25,10,19,0.400000,150
agents composite,tax,non teste,0.200000,150,0.033333,0.013333,5,0,2,0.000000,150
agents composite,vote16,sensible,0.200000,150,0.120000,0.173333,18,15,26,0.833333,150
agents composite,pres16,temoin,0.200000,150,0.046667,0.013333,7,1,2,0.142857,150
agents composite,if16who,investiguer,0.200000,150,0.180000,0.113333,27,16,17,0.592593,150
agents composite,news,investiguer,0.200000,150,0.200000,0.013333,30,2,2,0.066667,150
agents composite,jew,non teste,0.200000,150,0.293333,0.020000,44,1,3,0.022727,150
agents composite,relig16*,non teste,0.200000,150,0.193333,0.073333,29,4,11,0.137931,150
agents composite,jew16*,non teste,0.200000,150,0.266667,0.026667,40,0,4,0.000000,150
agents composite,attend,sensible,0.200000,150,0.553333,0.486667,83,23,73,0.277108,150
agents composite,pray,investiguer,0.200000,150,0.460000,0.546667,69,25,82,0.362319,150
agents composite,postlife,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,bible,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,reborn,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,savesoul,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,granborn,non teste,0.200000,150,0.220000,0.140000,33,8,21,0.242424,150
agents composite,uscitzn*,non teste,0.200000,150,0.013333,0.013333,2,2,2,1.000000,150
agents composite,fucitzn,non teste,0.200000,150,0.026667,0.013333,4,2,2,0.500000,150
agents composite,mnthsusa,non teste,0.200000,150,0.013333,0.120000,2,0,18,0.000000,150
agents composite,income,non teste,0.200000,150,0.526667,0.413333,79,9,62,0.113924,150
agents composite,othlang,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,health,temoin,0.200000,150,0.206667,0.166667,31,13,25,0.419355,150
agents composite,compuse*,temoin,0.200000,150,0.026667,0.006667,4,0,1,0.000000,150
agents composite,webmob,non teste,0.200000,150,0.040000,0.006667,6,0,1,0.000000,150
agents composite,xmovie,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents composite,usewww*,non teste,0.200000,150,0.013333,0.000000,2,0,0,0.000000,150
agents composite,life,temoin,0.200000,150,0.060000,0.080000,9,5,12,0.555556,150
agents composite,richwork,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),natspac/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),natenvir/y,temoin,0.200000,150,0.093333,0.313333,14,11,47,0.785714,150
agents entretien (v3),natheal/y,mixte,0.200000,150,0.046667,0.080000,7,1,12,0.142857,150
agents entretien (v3),natcity/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),natdrug/y,temoin,0.200000,150,0.093333,0.186667,14,8,28,0.571429,150
agents entretien (v3),nateduc/y,temoin,0.200000,150,0.060000,0.093333,9,2,14,0.222222,150
agents entretien (v3),natrace/y,sensible,0.200000,150,0.193333,0.300000,29,23,45,0.793103,150
agents entretien (v3),natarms/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),nataid/y,temoin,0.200000,150,0.060000,0.086667,9,3,13,0.333333,150
agents entretien (v3),natfare/y,mixte,0.200000,150,0.066667,0.206667,10,7,31,0.700000,150
agents entretien (v3),natroad,sensible,0.200000,150,0.046667,0.046667,7,0,7,0.000000,150
agents entretien (v3),natsoc,temoin,0.200000,150,0.033333,0.020000,5,1,3,0.200000,150
agents entretien (v3),natmass,temoin,0.200000,150,0.066667,0.253333,10,5,38,0.500000,150
agents entretien (v3),natpark,temoin,0.200000,150,0.073333,0.180000,11,3,27,0.272727,150
agents entretien (v3),natchld,sensible,0.200000,150,0.080000,0.206667,12,4,31,0.333333,150
agents entretien (v3),natsci,temoin,0.200000,150,0.120000,0.246667,18,7,37,0.388889,150
agents entretien (v3),natenrgy,temoin,0.200000,150,0.153333,0.306667,23,16,46,0.695652,150
agents entretien (v3),uswary,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),prayer,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),courts,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),discaffw,non teste,0.200000,150,0.306667,0.126667,46,7,19,0.152174,150
agents entretien (v3),discaffm,non teste,0.200000,150,0.080000,0.033333,12,0,5,0.000000,150
agents entretien (v3),fehire,non teste,0.200000,150,0.406667,0.580000,61,25,87,0.409836,150
agents entretien (v3),fechld,temoin,0.200000,150,0.173333,0.126667,26,6,19,0.230769,150
agents entretien (v3),fepresch,investiguer,0.200000,150,0.053333,0.033333,8,1,5,0.125000,150
agents entretien (v3),fefam,investiguer,0.200000,150,0.086667,0.086667,13,4,13,0.307692,150
agents entretien (v3),fepol,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),mobile16,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),incom16,temoin,0.200000,150,0.226667,0.220000,34,12,33,0.352941,150
agents entretien (v3),dwelown16,non teste,0.200000,150,0.040000,0.040000,6,1,6,0.166667,150
agents entretien (v3),divorced,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),posslq/y,temoin,0.200000,150,0.233333,0.253333,35,32,38,0.914286,150
agents entretien (v3),wrkstat,temoin,0.200000,150,0.593333,0.646667,89,65,97,0.730337,150
agents entretien (v3),evwork,temoin,0.200000,150,0.106667,0.073333,16,9,11,0.562500,150
agents entretien (v3),wrkgovt1,non teste,0.200000,150,0.160000,0.180000,24,16,27,0.666667,150
agents entretien (v3),wrkgovt2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),partfull,non teste,0.200000,150,0.180000,0.280000,27,23,42,0.851852,150
agents entretien (v3),wksub1,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),wksup1,non teste,0.200000,150,0.180000,0.106667,27,14,16,0.518519,150
agents entretien (v3),conarmy,investiguer,0.200000,150,0.066667,0.093333,10,6,14,0.600000,150
agents entretien (v3),conbus,temoin,0.200000,150,0.153333,0.013333,23,1,2,0.043478,150
agents entretien (v3),conclerg,temoin,0.200000,150,0.120000,0.273333,18,13,41,0.722222,150
agents entretien (v3),coneduc,sensible,0.200000,150,0.173333,0.126667,26,7,19,0.269231,150
agents entretien (v3),confed,temoin,0.200000,150,0.153333,0.013333,23,2,2,0.086957,150
agents entretien (v3),confinan,temoin,0.200000,150,0.140000,0.000000,21,0,0,0.000000,150
agents entretien (v3),conjudge,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),conlabor,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),conlegis,sensible,0.200000,150,0.093333,0.000000,14,0,0,0.000000,150
agents entretien (v3),conmedic,sensible,0.200000,150,0.086667,0.060000,13,4,9,0.307692,150
agents entretien (v3),conpress,temoin,0.200000,150,0.106667,0.006667,16,1,1,0.062500,150
agents entretien (v3),consci,temoin,0.200000,150,0.086667,0.046667,13,5,7,0.384615,150
agents entretien (v3),contv,temoin,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
agents entretien (v3),joblose,non teste,0.200000,150,0.213333,0.106667,32,6,16,0.187500,150
agents entretien (v3),jobfind,temoin,0.200000,150,0.066667,0.013333,10,0,2,0.000000,150
agents entretien (v3),happy,temoin,0.200000,150,0.180000,0.073333,27,6,11,0.222222,150
agents entretien (v3),hapmar,non teste,0.200000,150,0.346667,0.380000,52,31,57,0.596154,150
agents entretien (v3),satjob,temoin,0.200000,150,0.266667,0.333333,40,20,50,0.500000,150
agents entretien (v3),spdeg*,non teste,0.200000,150,0.413333,0.486667,62,23,73,0.370968,150
agents entretien (v3),spjew,non teste,0.200000,150,0.286667,0.000000,43,0,0,0.000000,150
agents entretien (v3),spfund,non teste,0.200000,150,0.260000,0.273333,39,23,41,0.589744,150
agents entretien (v3),unemp,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),union1,non teste,0.200000,150,0.046667,0.053333,7,6,8,0.857143,150
agents entretien (v3),spkath/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),colath,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),spkrac/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),colrac,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),librac/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),spkcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),colcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),libcom/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),spkhomo/y,non teste,0.200000,150,0.080000,0.086667,12,7,13,0.583333,150
agents entretien (v3),colhomo,non teste,0.200000,150,0.066667,0.186667,10,7,28,0.700000,150
agents entretien (v3),libhomo/y,non teste,0.200000,150,0.140000,0.146667,21,14,22,0.666667,150
agents entretien (v3),cappun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),polhitok/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),polabuse/y,sensible,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
agents entretien (v3),polattak/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),grass,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),gunlaw,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),owngun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),hunt1,non teste,0.200000,150,0.080000,0.013333,12,0,2,0.000000,150
agents entretien (v3),class,non teste,0.200000,150,0.206667,0.100000,31,11,15,0.354839,150
agents entretien (v3),satfin,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),finalter,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),finrela,temoin,0.200000,150,0.293333,0.386667,44,27,58,0.613636,150
agents entretien (v3),racdif1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),racdif2,temoin,0.200000,150,0.060000,0.006667,9,0,1,0.000000,150
agents entretien (v3),racdif3,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),racdif4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),wlthwhts,non teste,0.200000,150,0.166667,0.106667,25,2,16,0.080000,150
agents entretien (v3),wlthblks,non teste,0.200000,150,0.153333,0.846667,23,14,127,0.608696,150
agents entretien (v3),wlthhsps,non teste,0.200000,150,0.146667,0.400000,22,8,60,0.363636,150
agents entretien (v3),racwork,temoin,0.200000,150,0.153333,0.293333,23,12,44,0.521739,150
agents entretien (v3),letin1a,temoin,0.200000,150,0.346667,0.440000,52,18,66,0.346154,150
agents entretien (v3),getahead,non teste,0.200000,150,0.060000,0.066667,9,3,10,0.333333,150
agents entretien (v3),aged,non teste,0.200000,150,0.073333,0.020000,11,0,3,0.000000,150
agents entretien (v3),parsol,temoin,0.200000,150,0.253333,0.126667,38,11,19,0.289474,150
agents entretien (v3),kidssol,non teste,0.200000,150,0.473333,0.200000,71,8,30,0.112676,150
agents entretien (v3),spanking,temoin,0.200000,150,0.173333,0.006667,26,1,1,0.038462,150
agents entretien (v3),divlaw,non teste,0.200000,150,0.153333,0.286667,23,13,43,0.565217,150
agents entretien (v3),sexeduc,temoin,0.200000,150,0.146667,0.286667,22,14,43,0.636364,150
agents entretien (v3),pillok,investiguer,0.200000,150,0.300000,0.400000,45,24,60,0.533333,150
agents entretien (v3),xmarsex,sensible,0.200000,150,0.200000,0.066667,30,2,10,0.066667,150
agents entretien (v3),homosex,temoin,0.200000,150,0.213333,0.046667,32,2,7,0.062500,150
agents entretien (v3),marhomo,temoin,0.200000,150,0.506667,0.540000,76,30,81,0.394737,150
agents entretien (v3),discaff,temoin,0.200000,150,0.100000,0.213333,15,8,32,0.533333,150
agents entretien (v3),abdefect,temoin,0.200000,150,0.180000,0.160000,27,13,24,0.481481,150
agents entretien (v3),abnomore,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),abhlth,temoin,0.200000,150,0.093333,0.046667,14,4,7,0.285714,150
agents entretien (v3),abpoor,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),abrape,investiguer,0.200000,150,0.106667,0.100000,16,10,15,0.625000,150
agents entretien (v3),absingle,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),abany,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),letdie1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),suicide1,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),suicide2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),suicide3,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
agents entretien (v3),suicide4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
