source,famille,statistique,taille,taux,taux_realise_moyen,valeur_moyenne,ecart_a_la_reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm3,tau_etoile_holm27,tau_etoile_nominal,courbe_a,courbe_b,courbe_r2
agents demographiques (v6),modele a demographies,A,1052,0.25,0.25,-0.10952471723698824,-0.04108233060602422,0.004277478437351692,-9.604333769934666,7.665202915282225e-22,1.0,12,0.0889,0.10835,0.0771,-0.1539095635539374,-0.02086936053378002,0.9993411755402638
agents demographiques (v6),modele a demographies,A,1052,0.5,0.5,-0.15035006978703572,-0.08190768315607169,0.004277478437351692,-19.148590543634175,9.944188870230729e-82,1.0,12,0.0889,0.10835,0.0771,-0.1539095635539374,-0.02086936053378002,0.9993411755402638
agents demographiques (v6),modele a demographies,B,1052,0.05,0.05038022813688211,0.04393313753183583,0.001743356634972111,0.001524859107359017,1.1432903056804515,0.25291807865710486,0.0,12,0.09295,0.11255000000000001,0.08095000000000001,0.05069145884901983,0.025805173203680525,0.9984004651955999
agents demographiques (v6),modele a demographies,B,1052,0.1,0.09980988593155889,0.04674290919319771,0.004553128296333989,0.001524859107359017,2.9859337655265663,0.0028271386969720307,0.6666666666666666,12,0.09295,0.11255000000000001,0.08095000000000001,0.05069145884901983,0.025805173203680525,0.9984004651955999
agents demographiques (v6),modele a demographies,B,1052,0.25,0.25,0.057278935826111495,0.015089154929247776,0.001524859107359017,9.895442048663414,4.356813320131681e-23,1.0,12,0.09295,0.11255000000000001,0.08095000000000001,0.05069145884901983,0.025805173203680525,0.9984004651955999
agents demographiques (v6),modele a demographies,B,1052,0.5,0.5,0.07382545696458215,0.03163567606771843,0.001524859107359017,20.746622369924985,1.3151216728711025e-95,1.0,12,0.09295,0.11255000000000001,0.08095000000000001,0.05069145884901983,0.025805173203680525,0.9984004651955999
agents demographiques (v6),modele a demographies,C,1052,0.05,0.05038022813688211,0.028048829889932486,0.0008149895857499749,0.0009241516858999943,0.8818785900458421,0.3778424661629707,0.0,12,0.08605,0.10060000000000001,0.0767,0.02550624754498676,0.1077010536962354,0.9987963117684912
agents demographiques (v6),modele a demographies,C,1052,0.1,0.09980988593155889,0.02994450579590721,0.0027106654917247,0.0009241516858999943,2.9331391513773974,0.003355534627743219,0.75,12,0.08605,0.10060000000000001,0.0767,0.02550624754498676,0.1077010536962354,0.9987963117684912
agents demographiques (v6),modele a demographies,C,1052,0.25,0.25,0.04119122587154155,0.013957385567359041,0.0009241516858999943,15.102916307258049,1.5492686849492012e-51,1.0,12,0.08605,0.10060000000000001,0.0767,0.02550624754498676,0.1077010536962354,0.9987963117684912
agents demographiques (v6),modele a demographies,C,1052,0.5,0.5,0.06674382509070718,0.03950998478652468,0.0009241516858999943,42.75270541550491,0.0,1.0,12,0.08605,0.10060000000000001,0.0767,0.02550624754498676,0.1077010536962354,0.9987963117684912
agents v8,modele a etiquette,A,300,0.05,0.04888888888888885,-0.04504286277487615,-0.007995246757609022,0.0050623540495576625,-1.5793535338184475,0.11425498906173383,0.25,12,0.06305000000000001,0.0763,0.054900000000000004,-0.2481729922201042,-0.1871200360018989,0.99887018639875
agents v8,modele a etiquette,A,300,0.1,0.10111111111111108,-0.06141620615800094,-0.02436859014073381,0.0050623540495576625,-4.813687447021428,1.4817048811557797e-06,1.0,12,0.06305000000000001,0.0763,0.054900000000000004,-0.2481729922201042,-0.1871200360018989,0.99887018639875
agents v8,modele a etiquette,A,300,0.25,0.25555555555555554,-0.11402784142446536,-0.07698022540719823,0.0050623540495576625,-15.206408847268317,3.2065727085111475e-52,1.0,12,0.06305000000000001,0.0763,0.054900000000000004,-0.2481729922201042,-0.1871200360018989,0.99887018639875
agents v8,modele a etiquette,A,300,0.5,0.5052777777777778,-0.20724523575936638,-0.17019761974209924,0.0050623540495576625,-33.62025217437542,8.487735091142304e-248,1.0,12,0.06305000000000001,0.0763,0.054900000000000004,-0.2481729922201042,-0.1871200360018989,0.99887018639875
agents v8,modele a etiquette,B,300,0.05,0.04888888888888885,0.036261937168725326,0.0025129367216636805,0.0020730142359473513,1.2122139240955516,0.2254305028039427,0.0,12,0.08415,0.10245,0.07305,0.07816717074169298,0.018449039744885265,0.9988624053418116
agents v8,modele a etiquette,B,300,0.1,0.10111111111111108,0.04141476980241702,0.007665769355355373,0.0020730142359473513,3.69788553422653,0.00021740287761442498,0.8333333333333334,12,0.08415,0.10245,0.07305,0.07816717074169298,0.018449039744885265,0.9988624053418116
agents v8,modele a etiquette,B,300,0.25,0.25555555555555554,0.055177494500270347,0.0214284940532087,0.0020730142359473513,10.336877423041935,4.799210228214584e-25,1.0,12,0.08415,0.10245,0.07305,0.07816717074169298,0.018449039744885265,0.9988624053418116
agents v8,modele a etiquette,B,300,0.5,0.5052777777777778,0.07728926962699527,0.04354026917993362,0.0020730142359473513,21.003362362360267,6.110421881108099e-98,1.0,12,0.08415,0.10245,0.07305,0.07816717074169298,0.018449039744885265,0.9988624053418116
agents v8,modele a etiquette,C,300,0.05,0.04888888888888885,0.04784640854800611,0.0026297418813394507,0.00169280352145932,1.5534832294491103,0.1203077327472554,0.16666666666666666,12,0.04485,0.0541,0.039150000000000004,0.11405813182087735,0.18100460853898462,0.9969238157237634
agents v8,modele a etiquette,C,300,0.1,0.10111111111111108,0.05490327017138519,0.009686603504718526,0.00169280352145932,5.722225516383595,1.0513762024434997e-08,1.0,12,0.04485,0.0541,0.039150000000000004,0.11405813182087735,0.18100460853898462,0.9969238157237634
agents v8,modele a etiquette,C,300,0.25,0.25555555555555554,0.088571954786917,0.043355288120250336,0.00169280352145932,25.611529968271164,1.135038990156065e-144,1.0,12,0.04485,0.0541,0.039150000000000004,0.11405813182087735,0.18100460853898462,0.9969238157237634
agents v8,modele a etiquette,C,300,0.5,0.5052777777777778,0.14679131992183622,0.10157465325516957,0.00169280352145932,60.00380550225038,0.0,1.0,12,0.04485,0.0541,0.039150000000000004,0.11405813182087735,0.18100460853898462,0.9969238157237634
agents v8,modele a etiquette,A,500,0.05,0.05300000000000001,-0.061133990395673625,-0.011421938871161469,0.004675325411364339,-2.443025429502319,0.014564710978590216,0.5,12,0.051500000000000004,0.06265,0.044700000000000004,-0.28854926377922907,-0.10599929184881283,0.9988023705375297
agents v8,modele a etiquette,A,500,0.1,0.10033333333333334,-0.07543614517628129,-0.025724093651769135,0.004675325411364339,-5.502096942651616,3.753004849671482e-08,1.0,12,0.051500000000000004,0.06265,0.044700000000000004,-0.28854926377922907,-0.10599929184881283,0.9988023705375297
agents v8,modele a etiquette,A,500,0.25,0.25749999999999995,-0.13233383973951296,-0.0826217882150008,0.004675325411364339,-17.671879697223122,6.905703209424775e-70,1.0,12,0.051500000000000004,0.06265,0.044700000000000004,-0.28854926377922907,-0.10599929184881283,0.9988023705375297
agents v8,modele a etiquette,A,500,0.5,0.49933333333333324,-0.21972196549517908,-0.17000991397066692,0.004675325411364339,-36.363225874593226,1.623995857545578e-289,1.0,12,0.051500000000000004,0.06265,0.044700000000000004,-0.28854926377922907,-0.10599929184881283,0.9988023705375297
agents v8,modele a etiquette,B,500,0.05,0.05300000000000001,0.040992073282403486,0.0037513414599915987,0.001734040458621174,2.163352902950422,0.030514047026531172,0.4166666666666667,12,0.0671,0.08170000000000001,0.0582,0.08241194078670654,0.01883519776948692,0.9993888021298569
agents v8,modele a etiquette,B,500,0.1,0.10033333333333334,0.044733595117346515,0.007492863294934628,0.001734040458621174,4.3210429478056085,1.5529344124070873e-05,1.0,12,0.0671,0.08170000000000001,0.0582,0.08241194078670654,0.01883519776948692,0.9993888021298569
agents v8,modele a etiquette,B,500,0.25,0.25749999999999995,0.05977027753355351,0.022529545711141623,0.001734040458621174,12.99251444747491,1.3492032867226805e-38,1.0,12,0.0671,0.08170000000000001,0.0582,0.08241194078670654,0.01883519776948692,0.9993888021298569
agents v8,modele a etiquette,B,500,0.5,0.49933333333333324,0.08300979224086379,0.0457690604184519,0.001734040458621174,26.39445936275631,1.5862947386678085e-153,1.0,12,0.0671,0.08170000000000001,0.0582,0.08241194078670654,0.01883519776948692,0.9993888021298569
agents v8,modele a etiquette,C,500,0.05,0.05300000000000001,0.03953913073211137,0.0037147973987780303,0.0013037422640499435,2.849334182999014,0.004381083607785513,0.6666666666666666,12,0.03175,0.0385,0.02765,0.1278265410627428,0.1588922376932224,0.9972883293100527
agents v8,modele a etiquette,C,500,0.1,0.10033333333333334,0.04658211620140775,0.010757782868074411,0.0013037422640499435,8.251464391939283,1.564652590797499e-16,1.0,12,0.03175,0.0385,0.02765,0.1278265410627428,0.1588922376932224,0.9972883293100527
agents v8,modele a etiquette,C,500,0.25,0.25749999999999995,0.08113111505802316,0.04530678172468982,0.0013037422640499435,34.75133312311966,1.3231986201767425e-264,1.0,12,0.03175,0.0385,0.02765,0.1278265410627428,0.1588922376932224,0.9972883293100527
agents v8,modele a etiquette,C,500,0.5,0.49933333333333324,0.13878110723430712,0.10295677390097377,0.0013037422640499435,78.97018969159515,0.0,1.0,12,0.03175,0.0385,0.02765,0.1278265410627428,0.1588922376932224,0.9972883293100527
agents v8,modele a etiquette,A,750,0.05,0.05211111111111107,-0.07379065335238223,-0.01340857644360239,0.004493340965043854,-2.98409948141372,0.0028441428428627566,0.75,12,0.048150000000000005,0.0587,0.04175,-0.29908301096427087,-0.06374864810919363,0.9997549423848653
agents v8,modele a etiquette,A,750,0.1,0.09999999999999996,-0.08928008060416011,-0.028898003695380266,0.004493340965043854,-6.431295537150101,1.2652088860893205e-10,1.0,12,0.048150000000000005,0.0587,0.04175,-0.29908301096427087,-0.06374864810919363,0.9997549423848653
agents v8,modele a etiquette,A,750,0.25,0.250111111111111,-0.14080548230219928,-0.08042340539341944,0.004493340965043854,-17.89835359014081,1.2145981955215957e-71,1.0,12,0.048150000000000005,0.0587,0.04175,-0.29908301096427087,-0.06374864810919363,0.9997549423848653
agents v8,modele a etiquette,A,750,0.5,0.5031111111111111,-0.22552661469436633,-0.1651445377855865,0.004493340965043854,-36.753172988726156,1.0345693053197935e-295,1.0,12,0.048150000000000005,0.0587,0.04175,-0.29908301096427087,-0.06374864810919363,0.9997549423848653
agents v8,modele a etiquette,B,750,0.05,0.05211111111111107,0.04380726152759646,0.003696149090721794,0.0016875881041886862,2.1901962223766267,0.02851000909847149,0.5833333333333334,12,0.0656,0.07985,0.05695,0.08155471938243251,0.025846493288103747,0.9996858718528501
agents v8,modele a etiquette,B,750,0.1,0.09999999999999996,0.047917981346106954,0.007806868909232288,0.0016875881041886862,4.626051161332088,3.727032715881911e-06,1.0,12,0.0656,0.07985,0.05695,0.08155471938243251,0.025846493288103747,0.9996858718528501
agents v8,modele a etiquette,B,750,0.25,0.250111111111111,0.06266435472878339,0.02255324229190872,0.0016875881041886862,13.36418657842535,9.789934407677337e-41,1.0,12,0.0656,0.07985,0.05695,0.08155471938243251,0.025846493288103747,0.9996858718528501
agents v8,modele a etiquette,B,750,0.5,0.5031111111111111,0.0872415510457602,0.047130438608885536,0.0016875881041886862,27.927690703617312,1.2304854865285745e-171,1.0,12,0.0656,0.07985,0.05695,0.08155471938243251,0.025846493288103747,0.9996858718528501
agents v8,modele a etiquette,C,750,0.05,0.05211111111111107,0.03471162160222906,0.004219399380006837,0.0010935900468854569,3.8583008249057147,0.00011417806054609745,0.9166666666666666,12,0.02655,0.0322,0.023100000000000002,0.1290112919247775,0.16483663384512004,0.998347295163637
agents v8,modele a etiquette,C,750,0.1,0.09999999999999996,0.04232132860744092,0.011829106385218696,0.0010935900468854569,10.816764855265442,2.8672015482630946e-27,1.0,12,0.02655,0.0322,0.023100000000000002,0.1290112919247775,0.16483663384512004,0.998347295163637
agents v8,modele a etiquette,C,750,0.25,0.250111111111111,0.0757399563202953,0.045247734098073075,0.0010935900468854569,41.37540774711563,0.0,1.0,12,0.02655,0.0322,0.023100000000000002,0.1290112919247775,0.16483663384512004,0.998347295163637
agents v8,modele a etiquette,C,750,0.5,0.5031111111111111,0.13566911940433815,0.10517689718211592,0.0010935900468854569,96.17579958930644,0.0,1.0,12,0.02655,0.0322,0.023100000000000002,0.1290112919247775,0.16483663384512004,0.998347295163637
agents v8,modele a etiquette,A,1052,0.05,0.05038022813688211,-0.08205434448468679,-0.013611957853722767,0.004277478437351692,-3.1822388009862923,0.00146141268134596,1.0,12,0.043500000000000004,0.05315,0.03765,-0.3186800230242805,0.007526143818841284,0.9995788814340191
agents v8,modele a etiquette,A,1052,0.1,0.09980988593155889,-0.09828159765639428,-0.02983921102543026,0.004277478437351692,-6.975888122513731,3.0394453596720214e-12,1.0,12,0.043500000000000004,0.05315,0.03765,-0.3186800230242805,0.007526143818841284,0.9995788814340191
agents v8,modele a etiquette,A,1052,0.25,0.25,-0.14972142955285445,-0.08127904292189042,0.004277478437351692,-19.001625399709223,1.6534383351989507e-80,1.0,12,0.043500000000000004,0.05315,0.03765,-0.3186800230242805,0.007526143818841284,0.9995788814340191
agents v8,modele a etiquette,A,1052,0.5,0.5,-0.22548218037270126,-0.15703979374173724,0.004277478437351692,-36.71317016362683,4.501916750819533e-295,1.0,12,0.043500000000000004,0.05315,0.03765,-0.3186800230242805,0.007526143818841284,0.9995788814340191
agents v8,modele a etiquette,B,1052,0.05,0.05038022813688211,0.045743615130448445,0.0035538342335847267,0.001524859107359017,2.330598424755319,0.019774544634030566,0.5833333333333334,12,0.054650000000000004,0.06665,0.04735,0.08962943632871757,0.013387278200219545,0.9992921842960467
agents v8,modele a etiquette,B,1052,0.1,0.09980988593155889,0.05057499658655331,0.008385215689689592,0.001524859107359017,5.4990101375414175,3.819291796258765e-08,1.0,12,0.054650000000000004,0.06665,0.04735,0.08962943632871757,0.013387278200219545,0.9992921842960467
agents v8,modele a etiquette,B,1052,0.25,0.25,0.06623526741088144,0.024045486514017722,0.001524859107359017,15.768989015426714,5.085734140308373e-56,1.0,12,0.054650000000000004,0.06665,0.04735,0.08962943632871757,0.013387278200219545,0.9992921842960467
agents v8,modele a etiquette,B,1052,0.5,0.5,0.09018903806198714,0.04799925716512342,0.001524859107359017,31.477830924494942,1.7471113322978764e-217,1.0,12,0.054650000000000004,0.06665,0.04735,0.08962943632871757,0.013387278200219545,0.9992921842960467
agents v8,modele a etiquette,C,1052,0.05,0.05038022813688211,0.031425365717250936,0.004191525413068425,0.0009241516858999943,4.535538350488931,5.745673610511506e-06,1.0,12,0.0219,0.026600000000000002,0.019,0.13331828834592593,0.1614097155671163,0.998232232545928
agents v8,modele a etiquette,C,1052,0.1,0.09980988593155889,0.03941620995559154,0.012182369651409026,0.0009241516858999943,13.182218717206695,1.1107540340360197e-39,1.0,12,0.0219,0.026600000000000002,0.019,0.13331828834592593,0.1614097155671163,0.998232232545928
agents v8,modele a etiquette,C,1052,0.25,0.25,0.07345624445600821,0.0462224041518257,0.0009241516858999943,50.01603617355473,0.0,1.0,12,0.0219,0.026600000000000002,0.019,0.13331828834592593,0.1614097155671163,0.998232232545928
agents v8,modele a etiquette,C,1052,0.5,0.5,0.1336835535448103,0.10644971324062778,0.0009241516858999943,115.18640810243254,0.0,1.0,12,0.0219,0.026600000000000002,0.019,0.13331828834592593,0.1614097155671163,0.998232232545928
humains vague 2,humain,A,300,0.05,0.05138888888888887,-0.03790543617492467,-0.000857820157657542,0.0050623540495576625,-0.16945084228798585,0.8654420352970318,0.0,12,,,,-0.0031427389523207287,-0.009514002718610895,0.8312541136767566
humains vague 2,humain,A,300,0.1,0.08944444444444442,-0.0388166370231675,-0.001769021005900366,0.0050623540495576625,-0.34944632251767127,0.7267542621528522,0.0,12,,,,-0.0031427389523207287,-0.009514002718610895,0.8312541136767566
humains vague 2,humain,A,300,0.25,0.25333333333333324,-0.0373140940386637,-0.00026647802139657256,0.0050623540495576625,-0.05263915142795215,0.958019421869112,0.0,12,,,,-0.0031427389523207287,-0.009514002718610895,0.8312541136767566
humains vague 2,humain,A,300,0.5,0.49166666666666664,-0.04121479087935768,-0.0041671748620905474,0.0050623540495576625,-0.823169383511346,0.41041167690260855,0.08333333333333333,12,,,,-0.0031427389523207287,-0.009514002718610895,0.8312541136767566
humains vague 2,humain,B,300,0.05,0.05138888888888887,0.03345188114838798,-0.0002971192986736676,0.0020730142359473513,-0.14332718681880466,0.8860317855126892,0.0,12,,,,0.0015125895078689595,0.002487869215255851,0.93376145928452
humains vague 2,humain,B,300,0.1,0.08944444444444442,0.033974735695406204,0.00022573524834455794,0.0020730142359473513,0.10889228082960979,0.9132879292428213,0.0,12,,,,0.0015125895078689595,0.002487869215255851,0.93376145928452
humains vague 2,humain,B,300,0.25,0.25333333333333324,0.034387325823481,0.0006383253764193561,0.0020730142359473513,0.30792136655426605,0.7581421670460436,0.0,12,,,,0.0015125895078689595,0.002487869215255851,0.93376145928452
humains vague 2,humain,B,300,0.5,0.49166666666666664,0.03510289674169028,0.0013538962946286343,0.0020730142359473513,0.6531051601823247,0.5136884858153254,0.0,12,,,,0.0015125895078689595,0.002487869215255851,0.93376145928452
humains vague 2,humain,C,300,0.05,0.05138888888888887,0.045249999999999964,3.333333333330191e-05,0.00169280352145932,0.019691200373074688,0.9842897105053128,0.0,12,0.94565,,0.9042,-0.006691103270977258,0.013201236188601475,0.8792456818637339
humains vague 2,humain,C,300,0.1,0.08944444444444442,0.04476388888888885,-0.00045277777777780887,0.00169280352145932,-0.2674721384012017,0.789105663289912,0.0,12,0.94565,,0.9042,-0.006691103270977258,0.013201236188601475,0.8792456818637339
humains vague 2,humain,C,300,0.25,0.25333333333333324,0.044194444444444404,-0.0010222222222222577,0.00169280352145932,-0.603863478108214,0.5459344119919056,0.08333333333333333,12,0.94565,,0.9042,-0.006691103270977258,0.013201236188601475,0.8792456818637339
humains vague 2,humain,C,300,0.5,0.49166666666666664,0.04520833333333332,-8.333333333339354e-06,0.00169280352145932,-0.0049228000932768695,0.9960721896740621,0.0,12,0.94565,,0.9042,-0.006691103270977258,0.013201236188601475,0.8792456818637339
humains vague 2,humain,A,500,0.05,0.05016666666666667,-0.05061581250351512,-0.0009037609790029655,0.004675325411364339,-0.1933044011880304,0.8467205796866313,0.0,12,,,,-0.017112981523387107,0.009735762682067467,0.9640987670871428
humains vague 2,humain,A,500,0.1,0.09450000000000001,-0.05250314382851243,-0.0027910923040002714,0.004675325411364339,-0.5969835377054072,0.5505183716612188,0.08333333333333333,12,,,,-0.017112981523387107,0.009735762682067467,0.9640987670871428
humains vague 2,humain,A,500,0.25,0.2526666666666667,-0.052602352128067124,-0.0028903006035549683,0.004675325411364339,-0.6182030873251088,0.5364414752068514,0.08333333333333333,12,,,,-0.017112981523387107,0.009735762682067467,0.9640987670871428
humains vague 2,humain,A,500,0.5,0.4965,-0.05598165593386981,-0.006269604409357657,0.004675325411364339,-1.340998509776046,0.1799209364374347,0.16666666666666666,12,,,,-0.017112981523387107,0.009735762682067467,0.9640987670871428
humains vague 2,humain,B,500,0.05,0.05016666666666667,0.037444344137472496,0.0002036123150606084,0.001734040458621174,0.11742074070319626,0.9065266490571853,0.0,12,,,,0.0049820520824646825,-0.005907876639876297,0.9982954163251936
humains vague 2,humain,B,500,0.1,0.09450000000000001,0.03764350593761719,0.0004027741152053052,0.001734040458621174,0.2322749236921334,0.8163244878628637,0.0,12,,,,0.0049820520824646825,-0.005907876639876297,0.9982954163251936
humains vague 2,humain,B,500,0.25,0.2526666666666667,0.03815132745717358,0.0009105956347616947,0.001734040458621174,0.5251294052768277,0.5994932357762812,0.0,12,,,,0.0049820520824646825,-0.005907876639876297,0.9982954163251936
humains vague 2,humain,B,500,0.5,0.4965,0.03824796877668103,0.0010072369542691445,0.001734040458621174,0.5808612764837396,0.5613339526010469,0.0,12,,,,0.0049820520824646825,-0.005907876639876297,0.9982954163251936
humains vague 2,humain,C,500,0.05,0.05016666666666667,0.03569166666666666,-0.00013266666666667676,0.0013037422640499435,-0.1017583538747614,0.9189484827882118,0.0,12,,,,-0.0026861549611640746,0.005345799146701841,0.999074867717585
humains vague 2,humain,C,500,0.1,0.09450000000000001,0.03560833333333333,-0.00021600000000000785,0.0013037422640499435,-0.16567691786643912,0.8684112118642694,0.0,12,,,,-0.0026861549611640746,0.005345799146701841,0.999074867717585
humains vague 2,humain,C,500,0.25,0.2526666666666667,0.035491666666666664,-0.00033266666666667555,0.0013037422640499435,-0.2551629074547911,0.7985972785598938,0.0,12,,,,-0.0026861549611640746,0.005345799146701841,0.999074867717585
humains vague 2,humain,C,500,0.5,0.4965,0.03581666666666667,-7.666666666669708e-06,0.0013037422640499435,-0.0058805078872368405,0.9953080605886123,0.0,12,,,,-0.0026861549611640746,0.005345799146701841,0.999074867717585
humains vague 2,humain,A,750,0.05,0.04999999999999997,-0.06099738371636909,-0.0006153068075892484,0.004493340965043854,-0.13693748424080326,0.8910802097695172,0.0,12,,,0.9751500000000001,-0.008984479431197914,-0.004025365641507607,0.9931772387149838
humains vague 2,humain,A,750,0.1,0.09644444444444443,-0.061697587234713795,-0.0013155103259339523,0.004493340965043854,-0.2927688631172269,0.7696988295569818,0.0,12,,,0.9751500000000001,-0.008984479431197914,-0.004025365641507607,0.9931772387149838
humains vague 2,humain,A,750,0.25,0.2492222222222222,-0.06258245754238492,-0.00220038063360508,0.004493340965043854,-0.48969812233770793,0.6243475307339599,0.0,12,,,0.9751500000000001,-0.008984479431197914,-0.004025365641507607,0.9931772387149838
humains vague 2,humain,A,750,0.5,0.4981111111111111,-0.06593835663567764,-0.005556279726897796,0.004493340965043854,-1.2365586698456943,0.21625097178572436,0.0,12,,,0.9751500000000001,-0.008984479431197914,-0.004025365641507607,0.9931772387149838
humains vague 2,humain,B,750,0.05,0.04999999999999997,0.04010673100475229,-4.381432122377293e-06,0.0016875881041886862,-0.0025962686697674265,0.9979284796399155,0.0,12,,,,0.0031601428554365353,-0.0020812400667728687,0.9706541312109433
humains vague 2,humain,B,750,0.1,0.09644444444444443,0.0403046304423362,0.00019351800546153763,0.0016875881041886862,0.11467134959129857,0.9087056238063823,0.0,12,,,,0.0031601428554365353,-0.0020812400667728687,0.9706541312109433
humains vague 2,humain,B,750,0.25,0.2492222222222222,0.04089273510028752,0.0007816226634128551,0.0016875881041886862,0.4631596190283783,0.6432499584071791,0.0,12,,,,0.0031601428554365353,-0.0020812400667728687,0.9706541312109433
humains vague 2,humain,B,750,0.5,0.4981111111111111,0.04114609694439181,0.001034984507517142,0.0016875881041886862,0.6132921326882157,0.5396831944310352,0.0,12,,,,0.0031601428554365353,-0.0020812400667728687,0.9706541312109433
humains vague 2,humain,C,750,0.05,0.04999999999999997,0.030488888888888847,-3.333333333379457e-06,0.0010935900468854569,-0.0030480648053379657,0.9975679999173249,0.0,12,,,,-0.001040050322722305,0.0015403858075346587,0.9595087317539462
humains vague 2,humain,C,750,0.1,0.09644444444444443,0.03040555555555552,-8.666666666670708e-05,0.0010935900468854569,-0.07924968493772748,0.9368340259649227,0.0,12,,,,-0.001040050322722305,0.0015403858075346587,0.9595087317539462
humains vague 2,humain,C,750,0.25,0.2492222222222222,0.03031111111111105,-0.00018111111111117698,0.0010935900468854569,-0.1656115210877981,0.8684626799872335,0.0,12,,,,-0.001040050322722305,0.0015403858075346587,0.9595087317539462
humains vague 2,humain,C,750,0.5,0.4981111111111111,0.03036111111111107,-0.00013111111111115473,0.0010935900468854569,-0.11989054900834094,0.9045698512719584,0.0,12,,,,-0.001040050322722305,0.0015403858075346587,0.9595087317539462
humains vague 2,humain,A,1052,0.05,0.05038022813688211,-0.06977053363817425,-0.0013281470072102203,0.004277478437351692,-0.3104976510489469,0.7561825454728422,0.0,12,,,,-0.018040088696900797,0.014527940883178807,0.994224069020702
humains vague 2,humain,A,1052,0.1,0.09980988593155889,-0.0698778751449522,-0.0014354885139881701,0.004277478437351692,-0.335592226825326,0.7371783864960519,0.0,12,,,,-0.018040088696900797,0.014527940883178807,0.994224069020702
humains vague 2,humain,A,1052,0.25,0.25,-0.0720208002331411,-0.0035784136021770746,0.004277478437351692,-0.8365708102534755,0.40283385884197703,0.0,12,,,,-0.018040088696900797,0.014527940883178807,0.994224069020702
humains vague 2,humain,A,1052,0.5,0.5,-0.07384065383896116,-0.005398267207997132,0.004277478437351692,-1.2620209048533164,0.20694126420621262,0.0,12,,,,-0.018040088696900797,0.014527940883178807,0.994224069020702
humains vague 2,humain,B,1052,0.05,0.05038022813688211,0.042330414506462216,0.0001406336095984978,0.001524859107359017,0.0922272811434156,0.9265174631937472,0.0,12,,,,0.002159765421701383,-0.00027119847541384333,0.9990541621591832
humains vague 2,humain,B,1052,0.1,0.09980988593155889,0.04240424299675626,0.00021446209989254422,0.001524859107359017,0.14064387906892087,0.8881512822578104,0.0,12,,,,0.002159765421701383,-0.00027119847541384333,0.9990541621591832
humains vague 2,humain,B,1052,0.25,0.25,0.042700009519898004,0.0005102286230342853,0.001524859107359017,0.3346070601355275,0.7379215184172216,0.0,12,,,,0.002159765421701383,-0.00027119847541384333,0.9990541621591832
humains vague 2,humain,B,1052,0.5,0.5,0.04320467356073429,0.001014892663870573,0.001524859107359017,0.6655648767631512,0.5056892627163736,0.0,12,,,,0.002159765421701383,-0.00027119847541384333,0.9990541621591832
humains vague 2,humain,C,1052,0.05,0.05038022813688211,0.02728532953105191,5.148922686940005e-05,0.0009241516858999943,0.05571512518451639,0.955568750064209,0.0,12,,,,-0.0004036524789290326,2.014801486401616e-06,0.7962406970571658
humains vague 2,humain,C,1052,0.1,0.09980988593155889,0.027107097591888424,-0.00012674271229408743,0.0009241516858999943,-0.1371449235313116,0.8909162440758783,0.0,12,,,,-0.0004036524789290326,2.014801486401616e-06,0.7962406970571658
humains vague 2,humain,C,1052,0.25,0.25,0.027162547528517055,-7.129277566545605e-05,0.0009241516858999943,-0.07714401948639728,0.9385089748291112,0.0,12,,,,-0.0004036524789290326,2.014801486401616e-06,0.7962406970571658
humains vague 2,humain,C,1052,0.5,0.5,0.02702788339670464,-0.00020595690747787082,0.0009241516858999943,-0.2228605007383584,0.8236440790960384,0.0,12,,,,-0.0004036524789290326,2.014801486401616e-06,0.7962406970571658
