item,panel,paire,ecart_annees,n_paires,consistance,hasard_panel,n_modalites_panel
suicide3,2016-2020,2016-2020,4,499,0.8617234468937875,0.8143598380887473,2
suicide4,2016-2020,2016-2020,4,493,0.8296146044624746,0.6771465052762295,2
pornlaw,2016-2020,2016-2020,4,564,0.7925531914893617,0.5132657266915239,3
fair,2016-2020,2016-2020,4,564,0.6808510638297872,0.45348817106375705,3
helpful,2016-2020,2016-2020,4,565,0.6672566371681415,0.43711611242499177,3
trust,2016-2020,2016-2020,4,569,0.7363796133567663,0.5127935238067071,3
tax,2016-2020,2016-2020,4,519,0.6763005780346821,0.48320078431162466,3
news,2016-2020,2016-2020,4,506,0.49407114624505927,0.23840004502951542,5
attend,2016-2020,2016-2020,4,763,0.19528178243774574,0.1462805786395814,9
pray,2016-2020,2016-2020,4,795,0.5547169811320755,0.22157858639494904,6
postlife,2016-2020,2016-2020,4,720,0.8819444444444444,0.6887277268286158,2
bible,2016-2020,2016-2020,4,797,0.7314930991217063,0.34833922261484096,4
reborn,2016-2020,2016-2020,4,779,0.8677792041078306,0.5098140150142985,2
savesoul,2016-2020,2016-2020,4,806,0.8461538461538461,0.5054109145782278,2
income,2016-2020,2016-2020,4,650,0.7123076923076923,0.5193852036890345,12
othlang,2016-2020,2016-2020,4,804,0.8768656716417911,0.5922652269837676,2
health,2016-2020,2016-2020,4,539,0.5602968460111317,0.34281786264590614,4
compuse*,2016-2020,2016-2020,4,505,0.9089108910891089,0.6819148801440944,2
xmovie,2016-2020,2016-2020,4,567,0.7883597883597884,0.6003962063061341,2
life,2016-2020,2016-2020,4,537,0.6685288640595903,0.45576972796610393,3
richwork,2016-2020,2016-2020,4,281,0.7295373665480427,0.5918367346938775,2
