perimetre,condition,item,correlation,glass_delta,rapport_ecarts_types,sd_pred,sd_humain,n
150,agents v7,pornlaw,0.184755,0.163434,0.374997,0.107076,0.285539,150
150,agents v7,fair,0.054788,0.603681,0.746159,0.288404,0.386518,150
150,agents v7,helpful,0.063380,0.770134,0.839572,0.330683,0.393871,150
150,agents v7,trust,0.201343,0.805655,0.867840,0.323156,0.372368,150
150,agents v7,tax,-0.048156,0.623916,0.812582,0.225748,0.277815,150
150,agents v7,news,0.231299,0.427289,0.587817,0.226989,0.386156,150
150,agents v7,attend,0.351536,0.478625,0.608797,0.210217,0.345298,149
150,agents v7,pray,0.214430,0.846431,0.549348,0.223018,0.405969,149
150,agents v7,bible,0.380397,0.114410,0.559588,0.211947,0.378756,150
150,agents v7,granborn,0.154057,0.076821,0.875964,0.361086,0.412216,150
150,agents v7,income,-0.015854,0.556141,0.434493,0.114025,0.262432,147
150,agents v7,health,0.327215,0.292357,0.465898,0.121213,0.260170,149
150,agents v7,life,0.254577,0.202092,0.958968,0.268894,0.280400,150
150,agents v8,natspac/y,-0.055821,0.220947,1.038510,0.360353,0.346991,150
150,agents v8,natenvir/y,0.534065,0.292324,1.264887,0.418277,0.330683,150
150,agents v8,natheal/y,0.214774,0.371656,1.341681,0.385068,0.287004,150
150,agents v8,natcity/y,0.263367,0.208788,1.238581,0.415257,0.335268,150
150,agents v8,natdrug/y,0.225300,0.201192,1.223580,0.405444,0.331359,150
150,agents v8,nateduc/y,0.237646,0.311305,1.315376,0.394368,0.299814,150
150,agents v8,natrace/y,0.595599,0.212644,1.169118,0.421513,0.360540,150
150,agents v8,natarms/y,0.416010,0.017362,1.049890,0.403134,0.383977,150
150,agents v8,nataid/y,0.188444,0.848781,1.371299,0.409288,0.298467,150
150,agents v8,natfare/y,0.265610,0.714320,1.441883,0.437350,0.303319,150
150,agents v8,natroad,-0.063540,0.204166,0.845920,0.248598,0.293879,150
150,agents v8,natsoc,0.167620,0.753517,1.210917,0.332117,0.274269,150
150,agents v8,natmass,0.451715,0.163742,1.448947,0.442448,0.305359,150
150,agents v8,natpark,0.204038,0.104806,1.398390,0.400280,0.286243,150
150,agents v8,natchld,0.254278,0.321699,1.329375,0.427010,0.321211,150
150,agents v8,natsci,0.181609,0.160985,1.330610,0.413273,0.310589,150
150,agents v8,natenrgy,0.476288,0.045990,1.175945,0.426158,0.362396,150
150,agents v8,courts,0.444331,0.394861,1.057258,0.410557,0.388322,150
150,agents v8,discaffw,0.213530,0.179684,0.853390,0.263855,0.309185,150
150,agents v8,discaffm,0.197642,0.029291,1.028317,0.312066,0.303472,150
150,agents v8,fehire,0.353162,0.072016,1.184096,0.356248,0.300861,150
150,agents v8,fechld,0.250516,0.034439,1.111138,0.286788,0.258103,150
150,agents v8,fepresch,0.350157,0.231976,1.035352,0.287627,0.277806,150
150,agents v8,fefam,0.315518,0.014528,1.194520,0.365427,0.305920,150
150,agents v8,mobile16,0.086101,0.943916,0.725439,0.292046,0.402578,150
150,agents v8,incom16,-0.011686,0.453550,0.512698,0.107389,0.209459,150
150,agents v8,conarmy,0.144906,0.293611,0.961212,0.294639,0.306529,150
150,agents v8,conbus,0.244312,0.136242,0.808308,0.257092,0.318062,150
150,agents v8,conclerg,0.167453,0.345254,1.028483,0.357471,0.347571,150
150,agents v8,coneduc,0.182801,0.417327,0.557320,0.186963,0.335469,150
150,agents v8,confed,0.137088,0.048844,0.780687,0.266387,0.341221,150
150,agents v8,confinan,0.161813,0.223253,0.731272,0.229287,0.313546,150
150,agents v8,conjudge,0.233360,0.036056,0.941174,0.348037,0.369790,150
150,agents v8,conlabor,0.380745,0.184634,0.972288,0.315962,0.324968,150
150,agents v8,conlegis,0.080701,0.467918,0.697017,0.228408,0.327693,150
150,agents v8,conmedic,0.106518,0.496904,0.406151,0.130778,0.321994,150
150,agents v8,conpress,0.247601,0.010181,0.732403,0.239803,0.327420,150
150,agents v8,consci,0.440053,0.257254,0.982525,0.318273,0.323933,150
150,agents v8,contv,0.098386,0.133716,0.825833,0.247041,0.299141,150
150,agents v8,happy,0.101377,0.122706,0.176516,0.057541,0.325982,150
150,agents v8,class,-0.117174,0.987286,0.149498,0.038361,0.256596,150
150,agents v8,satfin,0.033823,0.239457,0.412029,0.154862,0.375851,150
150,agents v8,finalter,0.093587,0.204923,0.427410,0.166857,0.390391,150
150,agents v8,finrela,-0.056769,0.505157,0.365244,0.090379,0.247448,150
150,agents v8,wlthwhts,0.147776,0.893269,0.625786,0.087959,0.140557,150
150,agents v8,wlthblks,0.007238,1.717460,0.455983,0.055312,0.121303,144
150,agents v8,wlthhsps,0.099575,0.678793,0.922792,0.123862,0.134225,150
150,agents v8,letin1a,0.478357,0.363724,1.082026,0.334422,0.309070,149
150,agents v8,getahead,0.277911,0.331078,0.911482,0.275307,0.302044,150
150,agents v8,aged,-0.004958,0.260661,0.570125,0.160397,0.281336,150
150,agents v8,parsol,0.133932,0.816497,0.350774,0.107402,0.306186,150
150,agents v8,spanking,0.445855,0.185303,0.926321,0.322154,0.347778,150
150,agents v8,divlaw,0.152352,0.248854,1.080316,0.361763,0.334868,150
150,agents v8,pillok,0.444744,0.020392,1.112738,0.363791,0.326933,150
150,agents v8,xmarsex,0.261522,0.075854,1.030805,0.301986,0.292962,150
150,agents v8,homosex,0.301089,0.097828,1.020312,0.417186,0.408881,150
150,agents v8,marhomo,0.440090,0.180594,1.047228,0.376921,0.359922,150
150,agents v8,discaff,0.471572,0.059788,1.184499,0.396235,0.334517,150
150,agents v8,pornlaw,0.161026,0.186781,0.590430,0.168591,0.285539,150
150,agents v8,fair,0.016756,0.103488,0.670251,0.259064,0.386518,150
150,agents v8,helpful,0.135489,0.152334,0.921186,0.362828,0.393871,150
150,agents v8,trust,0.062490,0.331214,0.867515,0.323034,0.372368,150
150,agents v8,tax,0.097029,0.611918,1.030618,0.286321,0.277815,150
150,agents v8,news,0.279104,0.755308,0.522342,0.201706,0.386156,150
150,agents v8,attend,0.192176,0.140360,0.849488,0.292524,0.344354,150
150,agents v8,pray,0.281090,0.589056,0.681844,0.276261,0.405168,150
150,agents v8,bible,0.359716,0.096808,0.760835,0.288171,0.378756,150
150,agents v8,granborn,0.152563,0.335585,0.783791,0.323091,0.412216,150
150,agents v8,income,-0.028678,0.664140,0.246476,0.065353,0.265150,143
150,agents v8,health,0.059582,0.254811,0.364465,0.095356,0.261632,150
150,agents v8,life,0.048915,0.083214,0.732941,0.205517,0.280400,150
150,C2,natspac/y,-0.002087,0.499533,1.068275,0.370682,0.346991,150
150,C2,natenvir/y,0.395469,0.514088,1.010835,0.334266,0.330683,150
150,C2,natheal/y,0.125049,1.033667,0.955629,0.274269,0.287004,150
150,C2,natcity/y,0.179300,0.477230,0.775341,0.259948,0.335268,150
150,C2,natdrug/y,0.179354,0.694112,1.070127,0.354596,0.331359,150
150,C2,nateduc/y,0.166075,0.744907,0.974092,0.292046,0.299814,150
150,C2,natrace/y,0.423197,0.286607,0.799923,0.288404,0.360540,150
150,C2,natarms/y,-0.017310,0.347243,0.653029,0.250748,0.383977,150
150,C2,nataid/y,0.185930,0.993967,0.898196,0.268082,0.298467,150
150,C2,natfare/y,0.287272,1.098954,0.962835,0.292046,0.303319,150
150,C2,natroad,0.004941,0.623840,0.943694,0.277331,0.293879,150
150,C2,natsoc,0.046172,1.482727,1.014468,0.278238,0.274269,150
150,C2,natmass,0.115315,0.010916,0.965392,0.294791,0.305359,150
150,C2,natpark,0.139373,0.244547,0.548532,0.157014,0.286243,150
150,C2,natchld,0.083766,0.197170,0.799840,0.256918,0.321211,150
150,C2,natsci,-0.022491,0.032197,0.763028,0.236988,0.310589,150
150,C2,natenrgy,0.402729,0.036792,0.936671,0.339446,0.362396,150
150,C2,courts,-0.099246,0.403445,0.641284,0.249025,0.388322,150
150,C2,discaffw,-0.070219,0.560614,0.342904,0.106021,0.309185,150
150,C2,discaffm,-0.112292,1.083752,0.310065,0.094096,0.303472,150
150,C2,fehire,0.356906,0.481950,1.090827,0.328187,0.300861,150
150,C2,fechld,0.234998,0.904033,0.587494,0.151634,0.258103,150
150,C2,fepresch,0.201555,0.439955,0.960070,0.266713,0.277806,150
150,C2,fefam,0.287010,0.283299,1.093844,0.334628,0.305920,150
150,C2,mobile16,-0.057924,0.091080,1.074748,0.432670,0.402578,150
150,C2,incom16,0.169553,0.501292,0.993189,0.208032,0.209459,150
150,C2,conarmy,0.142524,0.478476,0.826928,0.253477,0.306529,150
150,C2,conbus,0.132265,0.031440,0.703894,0.223882,0.318062,150
150,C2,conclerg,0.101007,0.632965,0.880025,0.305871,0.347571,150
150,C2,coneduc,0.087012,0.218600,0.268441,0.090053,0.335469,150
150,C2,confed,-0.080085,0.185608,0.527831,0.180107,0.341221,150
150,C2,confinan,0.181021,0.021262,0.692022,0.216980,0.313546,150
150,C2,conjudge,0.098711,0.225353,0.372907,0.137897,0.369790,150
150,C2,conlabor,0.366680,0.225663,1.013049,0.329208,0.324968,150
150,C2,conlegis,-0.039606,0.132238,0.710120,0.232701,0.327693,150
150,C2,conmedic,-0.097870,0.331269,0.598574,0.192737,0.321994,150
150,C2,conpress,0.148113,0.162890,0.612883,0.200670,0.327420,150
150,C2,consci,0.041236,0.226384,0.690209,0.223582,0.323933,150
150,C2,contv,-0.039528,0.000000,0.790569,0.236492,0.299141,150
150,C2,happy,0.179056,0.419247,0.623150,0.203135,0.325982,150
150,C2,class,0.462291,0.727474,0.594193,0.152467,0.256596,150
150,C2,satfin,0.352904,0.922351,0.700723,0.263367,0.375851,150
150,C2,finalter,0.324701,0.119538,0.893976,0.349000,0.390391,150
150,C2,finrela,0.628476,0.633130,0.987129,0.244263,0.247448,150
150,C2,wlthwhts,-0.050777,0.600782,0.869722,0.122246,0.140557,150
150,C2,wlthblks,0.197757,0.456819,1.402279,0.170537,0.121614,150
150,C2,wlthhsps,-0.014847,0.496678,1.087253,0.145937,0.134225,150
150,C2,letin1a,0.459320,0.411058,0.748108,0.230528,0.308148,150
150,C2,getahead,0.206508,0.143467,0.778969,0.235283,0.302044,150
150,C2,aged,-0.145798,1.196672,0.635865,0.178892,0.281336,150
150,C2,parsol,0.181040,1.028786,0.751315,0.230042,0.306186,150
150,C2,spanking,0.380759,0.185303,1.068496,0.371599,0.347778,150
150,C2,divlaw,0.143435,0.049771,1.147479,0.384254,0.334868,150
150,C2,pillok,0.470523,0.156335,0.984555,0.321884,0.326933,150
150,C2,xmarsex,0.165620,0.872318,1.092591,0.320087,0.292962,150
150,C2,homosex,0.187957,0.527184,0.713835,0.291874,0.408881,150
150,C2,marhomo,0.358528,0.268576,0.862494,0.310431,0.359922,150
150,C2,discaff,0.037590,0.488266,0.712669,0.238400,0.334517,150
150,C2,pornlaw,0.230111,0.245151,0.201517,0.057541,0.285539,150
150,C2,fair,,1.397090,0.000000,0.000000,0.386518,150
150,C2,helpful,0.104285,0.389299,1.059925,0.417473,0.393871,150
150,C2,trust,-0.079301,0.572910,0.585949,0.218189,0.372368,150
150,C2,tax,0.000000,0.059992,0.870199,0.241754,0.277815,150
150,C2,news,0.218604,0.310755,0.269885,0.104218,0.386156,150
150,C2,attend,0.244577,0.171819,0.665410,0.229136,0.344354,150
150,C2,pray,0.284672,0.306046,0.496332,0.201098,0.405168,150
150,C2,bible,0.247270,0.360830,0.501382,0.189902,0.378756,150
150,C2,granborn,0.181291,0.659040,0.339144,0.139801,0.412216,150
150,C2,income,0.249598,0.547917,1.046761,0.276724,0.264362,150
150,C2,health,0.068502,0.331254,0.390162,0.102079,0.261632,150
150,C2,life,0.127267,0.071327,0.741145,0.207817,0.280400,150
150,C3,natspac/y,,1.498598,0.000000,0.000000,0.346991,150
150,C3,natenvir/y,0.122827,0.604809,0.421400,0.139350,0.330683,150
150,C3,natheal/y,0.315587,0.336813,0.833913,0.239336,0.287004,150
150,C3,natcity/y,0.090112,1.093651,0.871309,0.292123,0.335268,150
150,C3,natdrug/y,0.216923,0.643814,0.614283,0.203548,0.331359,150
150,C3,nateduc/y,0.283774,0.155652,0.854234,0.256111,0.299814,150
150,C3,natrace/y,0.363629,0.822841,0.703783,0.253742,0.360540,150
150,C3,natarms/y,-0.066315,0.234389,0.938112,0.360214,0.383977,150
150,C3,nataid/y,-0.048776,2.401156,0.839222,0.250481,0.298467,150
150,C3,natfare/y,0.456715,0.351665,0.781317,0.236988,0.303319,150
150,C3,natroad,0.185448,0.396989,0.884174,0.259840,0.293879,150
150,C3,natsoc,0.163211,0.024307,1.243631,0.341090,0.274269,150
150,C3,natmass,0.211437,0.862374,0.598001,0.182605,0.305359,150
150,C3,natpark,0.077523,1.199447,0.475474,0.136101,0.286243,150
150,C3,natchld,0.203876,0.705662,0.394564,0.126738,0.321211,150
150,C3,natsci,0.111979,1.277145,0.289944,0.090053,0.310589,150
150,C3,natenrgy,,0.947397,0.000000,0.000000,0.362396,150
150,C3,courts,-0.198092,0.326190,0.645952,0.250838,0.388322,150
150,C3,discaffw,-0.422846,0.546239,0.990910,0.306374,0.309185,150
150,C3,discaffm,0.161573,0.395423,0.746707,0.226605,0.303472,150
150,C3,fehire,0.319735,0.648140,1.243153,0.374016,0.300861,150
150,C3,fechld,0.439047,0.043049,0.943359,0.243483,0.258103,150
150,C3,fepresch,0.079680,0.495949,0.514164,0.142838,0.277806,150
150,C3,fefam,0.212050,0.573862,0.728986,0.223011,0.305920,150
150,C3,mobile16,-0.143811,0.033120,0.929609,0.374240,0.402578,150
150,C3,incom16,0.244841,0.167097,1.181367,0.247448,0.209459,150
150,C3,conarmy,0.323922,1.065697,1.003328,0.307549,0.306529,150
150,C3,conbus,0.349264,0.020960,0.736368,0.234211,0.318062,150
150,C3,conclerg,0.460301,0.057542,0.772442,0.268478,0.347571,150
150,C3,coneduc,0.416308,0.367645,0.725801,0.243483,0.335469,150
150,C3,confed,0.425043,0.146533,0.620215,0.211631,0.341221,150
150,C3,confinan,0.278488,0.308302,0.853070,0.267476,0.313546,150
150,C3,conjudge,0.216600,0.090141,0.878044,0.324692,0.369790,150
150,C3,conlabor,0.156246,0.841109,0.770786,0.250481,0.324968,150
150,C3,conlegis,0.369183,0.081377,0.770281,0.252416,0.327693,150
150,C3,conmedic,0.443143,0.600425,0.752527,0.242309,0.321994,150
150,C3,conpress,0.333012,0.346141,0.626022,0.204972,0.327420,150
150,C3,consci,0.382364,0.493929,0.907454,0.293955,0.323933,150
150,C3,contv,0.323024,0.334290,0.715891,0.214153,0.299141,150
150,C3,happy,0.556775,0.316991,0.886685,0.289043,0.325982,150
150,C3,class,0.390252,0.519624,0.745671,0.191336,0.256596,150
150,C3,satfin,0.526116,0.266063,0.640999,0.240920,0.375851,150
150,C3,finalter,0.488014,0.648923,0.751219,0.293269,0.390391,150
150,C3,finrela,0.334556,0.067354,0.869026,0.215039,0.247448,150
150,C3,wlthwhts,-0.002597,0.031620,1.502054,0.211125,0.140557,150
150,C3,wlthblks,0.179009,0.785728,1.858978,0.226078,0.121614,150
150,C3,wlthhsps,0.383722,0.471844,1.332151,0.178808,0.134225,150
150,C3,letin1a,0.201219,0.037861,0.405704,0.125017,0.308148,150
150,C3,getahead,0.135159,0.397293,1.531266,0.462509,0.302044,150
150,C3,aged,0.211504,1.030796,1.276223,0.359047,0.281336,150
150,C3,parsol,0.363282,0.348372,1.021017,0.312621,0.306186,150
150,C3,spanking,0.407103,0.440894,0.836800,0.291021,0.347778,150
150,C3,divlaw,-0.009431,1.602622,0.528867,0.177101,0.334868,150
150,C3,pillok,0.254190,1.135128,0.440982,0.144172,0.326933,150
150,C3,xmarsex,0.340191,1.281928,1.600528,0.468893,0.292962,150
150,C3,homosex,0.646157,0.206526,1.010648,0.413235,0.408881,150
150,C3,marhomo,0.666466,0.129658,0.962783,0.346527,0.359922,150
150,C3,discaff,-0.048835,0.767276,0.356159,0.119141,0.334517,150
150,C3,pornlaw,0.262401,0.431932,0.570938,0.163025,0.285539,150
150,C3,fair,0.233042,0.517441,1.052529,0.406821,0.386518,150
150,C3,helpful,0.234972,0.863227,0.614026,0.241847,0.393871,150
150,C3,trust,0.132804,0.796704,0.379045,0.141144,0.372368,150
150,C3,tax,0.137751,0.035995,0.915328,0.254292,0.277815,150
150,C3,news,0.091860,0.479081,0.543043,0.209699,0.386156,150
150,C3,attend,0.580046,0.128260,0.842607,0.290155,0.344354,150
150,C3,pray,0.652385,0.681199,0.570521,0.231157,0.405168,150
150,C3,bible,0.000000,0.132011,0.152944,0.057928,0.378756,150
150,C3,granborn,,0.784379,0.000000,0.000000,0.412216,150
150,C3,income,0.163397,1.178365,1.166698,0.308431,0.264362,150
150,C3,health,0.397197,0.246317,0.654598,0.171264,0.261632,150
150,C3,life,0.336303,0.570613,0.592671,0.166185,0.280400,150
150,PMM k=5,natspac/y,0.143856,0.086458,0.910578,0.315962,0.346991,150
150,PMM k=5,natenvir/y,0.450818,0.060481,1.002452,0.331494,0.330683,150
150,PMM k=5,natheal/y,0.227808,0.081300,0.957333,0.274758,0.287004,150
150,PMM k=5,natcity/y,0.281721,0.019885,1.113027,0.373163,0.335268,150
150,PMM k=5,natdrug/y,0.209263,0.090536,0.885050,0.293269,0.331359,150
150,PMM k=5,nateduc/y,0.187490,0.066708,0.984954,0.295303,0.299814,150
150,PMM k=5,natrace/y,0.602085,0.009245,1.078775,0.388941,0.360540,150
150,PMM k=5,natarms/y,0.548972,0.060767,0.966003,0.370923,0.383977,150
150,PMM k=5,nataid/y,0.269357,0.067009,1.002258,0.299141,0.298467,150
150,PMM k=5,natfare/y,0.431999,0.021979,0.994881,0.301766,0.303319,150
150,PMM k=5,natroad,0.185897,0.056713,1.035317,0.304258,0.293879,150
150,PMM k=5,natsoc,0.188148,0.024307,0.960251,0.263367,0.274269,150
150,PMM k=5,natmass,0.370220,0.043665,1.026520,0.313457,0.305359,150
150,PMM k=5,natpark,0.168315,0.104806,0.965196,0.276281,0.286243,150
150,PMM k=5,natchld,0.345953,0.103774,0.960179,0.308420,0.321211,150
150,PMM k=5,natsci,0.311289,0.021465,0.958073,0.297567,0.310589,150
150,PMM k=5,natenrgy,0.435874,0.055188,0.920158,0.333462,0.362396,150
150,PMM k=5,courts,0.390741,0.085839,0.979767,0.380465,0.388322,150
150,PMM k=5,discaffw,0.423984,0.000000,1.015482,0.313972,0.309185,150
150,PMM k=5,discaffm,0.342501,0.117162,0.948014,0.287696,0.303472,150
150,PMM k=5,fehire,0.382275,0.077555,0.884525,0.266119,0.300861,150
150,PMM k=5,fechld,0.357415,0.154977,0.874856,0.225803,0.258103,150
150,PMM k=5,fepresch,0.341971,0.159984,0.931291,0.258718,0.277806,150
150,PMM k=5,fefam,0.470920,0.007264,0.954308,0.291942,0.305920,150
150,PMM k=5,mobile16,0.158363,0.041400,1.060786,0.427050,0.402578,150
150,PMM k=5,incom16,0.270224,0.015914,0.926277,0.194017,0.209459,150
150,PMM k=5,conarmy,0.445553,0.043498,1.058076,0.324330,0.306529,150
150,PMM k=5,conbus,0.516841,0.220083,0.996511,0.316952,0.318062,150
150,PMM k=5,conclerg,0.418651,0.124675,1.001896,0.348230,0.347571,150
150,PMM k=5,coneduc,0.315187,0.019873,0.796885,0.267330,0.335469,150
150,PMM k=5,confed,0.463817,0.156301,0.941410,0.321229,0.341221,150
150,PMM k=5,confinan,0.432044,0.148835,1.002046,0.314187,0.313546,150
150,PMM k=5,conjudge,0.405702,0.081127,1.016188,0.375777,0.369790,150
150,PMM k=5,conlabor,0.363107,0.020515,1.045770,0.339841,0.324968,150
150,PMM k=5,conlegis,0.435711,0.000000,0.968246,0.317287,0.327693,150
150,PMM k=5,conmedic,0.375840,0.082817,1.030812,0.331915,0.321994,150
150,PMM k=5,conpress,0.201553,0.061084,0.935972,0.306456,0.327420,150
150,PMM k=5,consci,0.556087,0.113192,0.975338,0.315945,0.323933,150
150,PMM k=5,contv,0.358503,0.055715,0.976281,0.292046,0.299141,150
150,PMM k=5,happy,0.401497,0.030677,0.988406,0.322202,0.325982,150
150,PMM k=5,class,0.578854,0.017321,0.936040,0.240184,0.256596,150
150,PMM k=5,satfin,0.584307,0.035475,1.026261,0.385721,0.375851,150
150,PMM k=5,finalter,0.412225,0.111000,0.972125,0.379509,0.390391,150
150,PMM k=5,finrela,0.460938,0.000000,0.891338,0.220560,0.247448,150
150,PMM k=5,wlthwhts,0.153338,0.126480,0.832015,0.116946,0.140557,150
150,PMM k=5,wlthblks,0.210238,0.082227,0.943309,0.114720,0.121614,150
150,PMM k=5,wlthhsps,0.139783,0.091058,0.897207,0.120428,0.134225,150
150,PMM k=5,letin1a,0.446887,0.064904,1.002471,0.308909,0.308148,150
150,PMM k=5,getahead,0.354493,0.077252,0.947688,0.286243,0.302044,150
150,PMM k=5,aged,0.126510,0.106634,1.047825,0.294791,0.281336,150
150,PMM k=5,parsol,0.318350,0.114310,0.964145,0.295208,0.306186,150
150,PMM k=5,spanking,0.418102,0.083067,0.950845,0.330683,0.347778,150
150,PMM k=5,divlaw,0.286783,0.099542,1.000000,0.334868,0.334868,150
150,PMM k=5,pillok,0.458774,0.061175,1.020921,0.333773,0.326933,150
150,PMM k=5,xmarsex,0.272408,0.053098,0.958143,0.280699,0.292962,150
150,PMM k=5,homosex,0.554972,0.048914,1.051698,0.430019,0.408881,150
150,PMM k=5,marhomo,0.637042,0.120396,0.915761,0.329603,0.359922,150
150,PMM k=5,discaff,0.356768,0.039858,1.067494,0.357095,0.334517,150
150,PMM k=5,pornlaw,0.280843,0.140086,0.957958,0.273534,0.285539,150
150,PMM k=5,fair,0.413672,0.086240,1.027329,0.397081,0.386518,150
150,PMM k=5,helpful,0.356005,0.000000,0.955759,0.376446,0.393871,150
150,PMM k=5,trust,0.477453,0.170083,1.002618,0.373343,0.372368,150
150,PMM k=5,tax,0.153720,0.035995,0.961656,0.267163,0.277815,150
150,PMM k=5,news,0.240100,0.025896,0.908375,0.350774,0.386156,150
150,PMM k=5,attend,0.445184,0.130680,0.911505,0.313880,0.344354,150
150,PMM k=5,pray,0.614957,0.069107,0.980730,0.397360,0.405168,150
150,PMM k=5,bible,0.553673,0.149612,1.009738,0.382445,0.378756,150
150,PMM k=5,granborn,0.086980,0.028302,1.051227,0.433332,0.412216,150
150,PMM k=5,income,0.236136,0.137552,0.954521,0.252339,0.264362,150
150,PMM k=5,health,0.398883,0.110418,0.938055,0.245425,0.261632,150
150,PMM k=5,life,0.199258,0.166429,0.910335,0.255258,0.280400,150
150,PMM k=10,natspac/y,0.182125,0.009606,0.979396,0.339841,0.346991,150
150,PMM k=10,natenvir/y,0.400820,0.020160,0.998362,0.330141,0.330683,150
150,PMM k=10,natheal/y,0.363645,0.081300,0.935813,0.268582,0.287004,150
150,PMM k=10,natcity/y,0.359552,0.009942,1.078841,0.361701,0.335268,150
150,PMM k=10,natdrug/y,0.281901,0.050298,0.869489,0.288113,0.331359,150
150,PMM k=10,nateduc/y,0.259487,0.011118,1.020509,0.305962,0.299814,150
150,PMM k=10,natrace/y,0.601547,0.018491,1.003779,0.361902,0.360540,150
150,PMM k=10,natarms/y,0.427021,0.026043,1.002387,0.384894,0.383977,150
150,PMM k=10,nataid/y,0.320257,0.033504,0.953528,0.284597,0.298467,150
150,PMM k=10,natfare/y,0.488035,0.010990,0.979051,0.296965,0.303319,150
150,PMM k=10,natroad,0.216222,0.011343,1.074604,0.315803,0.293879,150
150,PMM k=10,natsoc,0.161848,0.097228,0.950914,0.260807,0.274269,150
150,PMM k=10,natmass,0.305504,0.109161,1.027221,0.313671,0.305359,150
150,PMM k=10,natpark,0.164572,0.116451,0.891752,0.255258,0.286243,150
150,PMM k=10,natchld,0.410758,0.031132,0.949106,0.304864,0.321211,150
150,PMM k=10,natsci,0.148712,0.107323,0.907605,0.281892,0.310589,150
150,PMM k=10,natenrgy,0.582991,0.064386,0.922146,0.334182,0.362396,150
150,PMM k=10,courts,0.358488,0.042920,1.013081,0.393402,0.388322,150
150,PMM k=10,discaffw,0.369630,0.172497,0.990910,0.306374,0.309185,150
150,PMM k=10,discaffm,0.411448,0.036613,1.023344,0.310557,0.303472,150
150,PMM k=10,fehire,0.367493,0.044317,0.940784,0.283045,0.300861,150
150,PMM k=10,fechld,0.298336,0.068879,0.985567,0.254378,0.258103,150
150,PMM k=10,fepresch,0.413026,0.127987,0.918616,0.255197,0.277806,150
150,PMM k=10,fefam,0.418026,0.065377,1.002626,0.306723,0.305920,150
150,PMM k=10,mobile16,0.198826,0.008280,1.026799,0.413367,0.402578,150
150,PMM k=10,incom16,0.452357,0.063656,0.935180,0.195882,0.209459,150
150,PMM k=10,conarmy,0.295791,0.010874,1.050453,0.321994,0.306529,150
150,PMM k=10,conbus,0.386769,0.073361,1.009738,0.321159,0.318062,150
150,PMM k=10,conclerg,0.395822,0.143856,0.982486,0.341483,0.347571,150
150,PMM k=10,coneduc,0.429969,0.029809,0.857621,0.287705,0.335469,150
150,PMM k=10,confed,0.396214,0.107457,0.955339,0.325982,0.341221,150
150,PMM k=10,confinan,0.451506,0.116942,1.057888,0.331696,0.313546,150
150,PMM k=10,conjudge,0.375055,0.207325,0.955278,0.353253,0.369790,150
150,PMM k=10,conlabor,0.348053,0.041030,0.997879,0.324279,0.324968,150
150,PMM k=10,conlegis,0.449378,0.020344,0.931844,0.305359,0.327693,150
150,PMM k=10,conmedic,0.500864,0.093169,1.012384,0.325982,0.321994,150
150,PMM k=10,conpress,0.170885,0.020361,0.941529,0.308275,0.327420,150
150,PMM k=10,consci,0.566552,0.041161,0.994013,0.321994,0.323933,150
150,PMM k=10,contv,0.269569,0.122573,0.950592,0.284361,0.299141,150
150,PMM k=10,happy,0.418326,0.040902,0.946128,0.308420,0.325982,150
150,PMM k=10,class,0.560087,0.034642,0.917793,0.235502,0.256596,150
150,PMM k=10,satfin,0.544252,0.026606,0.947426,0.356091,0.375851,150
150,PMM k=10,finalter,0.380111,0.051231,0.974124,0.380289,0.390391,150
150,PMM k=10,finrela,0.487815,0.080825,0.924240,0.228701,0.247448,150
150,PMM k=10,wlthwhts,0.145521,0.158101,0.772091,0.108523,0.140557,150
150,PMM k=10,wlthblks,0.195635,0.118773,0.953587,0.115969,0.121614,150
150,PMM k=10,wlthhsps,0.207221,0.140725,0.958759,0.128690,0.134225,150
150,PMM k=10,letin1a,0.428394,0.081130,0.971089,0.299239,0.308148,150
150,PMM k=10,getahead,0.254377,0.055180,0.971706,0.293498,0.302044,150
150,PMM k=10,aged,0.064583,0.106634,1.067864,0.300428,0.281336,150
150,PMM k=10,parsol,0.245067,0.195959,0.969467,0.296837,0.306186,150
150,PMM k=10,spanking,0.338820,0.108626,1.002771,0.348742,0.347778,150
150,PMM k=10,divlaw,0.223557,0.119450,0.992792,0.332454,0.334868,150
150,PMM k=10,pillok,0.435481,0.027189,1.070188,0.349880,0.326933,150
150,PMM k=10,xmarsex,0.352112,0.007585,0.957417,0.280486,0.292962,150
150,PMM k=10,homosex,0.566424,0.038044,1.021404,0.417633,0.408881,150
150,PMM k=10,marhomo,0.593491,0.064829,0.928403,0.334153,0.359922,150
150,PMM k=10,discaff,0.279988,0.049823,1.008213,0.337264,0.334517,150
150,PMM k=10,pornlaw,0.305964,0.081717,0.854644,0.244034,0.285539,150
150,PMM k=10,fair,0.423169,0.043120,1.020199,0.394325,0.386518,150
150,PMM k=10,helpful,0.463239,0.042315,0.974992,0.384021,0.393871,150
150,PMM k=10,trust,0.475786,0.134276,0.962386,0.358361,0.372368,150
150,PMM k=10,tax,0.069938,0.000000,0.932505,0.259064,0.277815,150
150,PMM k=10,news,0.255577,0.090637,0.926010,0.357584,0.386156,150
150,PMM k=10,attend,0.395466,0.087120,0.913482,0.314561,0.344354,150
150,PMM k=10,pray,0.621182,0.013163,0.996965,0.403938,0.405168,150
