perimetre,segmentation,condition,quantite,reel,nul_moyenne,nul_bas,nul_haut,nul_ecart_type,replicats,d,z,part_reproduite,d_ic_bas,d_ic_haut,p
1052,S_fin,agents enquete,"Q1b ratio inter, axe ideologie",2.5185287411922697,2.1229010406114215,2.0850865394750238,2.1679018005857524,0.022378303365634462,200,0.3956277005808482,17.679074866256354,0.842913168267614,0.18244819183362457,0.5143054939406523,0.001
1052,S_fin,agents enquete,"Q2b ratio intra, axe ideologie",0.7922422534277294,0.8116716217032142,0.8078356249896768,0.8147376995870064,0.0017704468742823982,200,-0.019429368275484804,-10.97427353382742,1.0245245291972516,,,
1052,S_fin,agents enquete,Q3 patrons distincts,416.5,509.35574999999994,502.195,515.7,3.422964778796947,200,-92.85574999999994,-27.127287600264328,1.2229429771908762,,,
1052,S_fin,agents enquete,Q4 correlation inter items,0.17318844391253627,0.10240839900345851,0.10071899072588292,0.10481666952083069,0.0010909414230841753,200,0.07078004490907776,64.87978493746908,0.5913119645279384,0.06226460014605249,0.0766102708406084,0.001
1052,S_fin,agents enquete,Q5 correlation residualisee,0.10986990485722578,0.02513335161969972,0.024652244944183284,0.025560390215184765,0.00023022315117571067,200,0.08473655323752606,368.0626939766519,0.2287555600631503,0.07251668030714709,0.08483401034195379,0.001
1052,S_fin,agents enquete,Q6 rapport groupe sur personne,1.901755692164118,16.202493022931222,7.762339558626291,28.698393953127248,22.04194427447503,50,-14.300737330767104,-0.648796546833104,8.519755239692994,,,
1052,S_fin,agents enquete,Q7 rappel des cellules rares,0.2305132247328779,0.0879733753722193,0.08277719390436153,0.0941758626729725,0.0031854298296971587,50,0.1425398493606586,44.74744602181678,0.38164133738601824,,,
1052,S_ideo,agents enquete,"Q1 ratio inter, axe du nul",2.5185287411922697,2.6024216793974215,2.5540184181999384,2.6526293336672486,0.025405070695406554,200,-0.08389293820515187,-3.3022123500849143,1.0333102961395775,-0.26852638090265096,0.08407046818633546,0.396
1052,S_ideo,agents enquete,"Q2 ratio intra, axe du nul",0.7922422534277294,0.787067055969122,0.7834362984888915,0.7911544104127093,0.0020155659194140895,200,0.0051751974586073946,2.567615084557387,0.9934676578581662,-0.0069461767452941,0.016305095873957853,0.426
1052,S_ideo,agents enquete,"Q1b ratio inter, axe ideologie",2.5185287411922697,2.6024216793974215,2.5540184181999384,2.6526293336672486,0.025405070695406554,200,-0.08389293820515187,-3.3022123500849143,1.0333102961395775,-0.26852638090265096,0.08407046818633546,0.396
1052,S_ideo,agents enquete,"Q2b ratio intra, axe ideologie",0.7922422534277294,0.787067055969122,0.7834362984888915,0.7911544104127093,0.0020155659194140895,200,0.0051751974586073946,2.567615084557387,0.9934676578581662,,,
1052,S_ideo,agents enquete,Q3 patrons distincts,416.5,504.545,496.84000000000003,511.50375,3.8145944284112745,200,-88.04500000000002,-23.081090703702813,1.2113925570228092,,,
1052,S_ideo,agents enquete,Q4 correlation inter items,0.17318844391253627,0.10916912468632325,0.10647050926244746,0.111638762184662,0.0013106592681819676,200,0.06401931922621301,48.84512762421849,0.6303487820553195,0.05538615911971251,0.06972098188013003,0.001
1052,S_ideo,agents enquete,Q5 correlation residualisee,0.10200597388014664,0.024682419256911264,0.024218629242208835,0.02508464470381225,0.0002234053427652017,200,0.07732355462323537,346.1132740433257,0.2419703309328944,0.0664468010105453,0.07706025768955532,0.001
1052,S_ideo,agents enquete,Q6 rapport groupe sur personne,1.901755692164118,7.72735608274686,5.783577818421527,10.933398510718485,1.5909494977395888,50,-5.825600390582743,-3.661712957488418,4.0632748541709125,,,
