condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement,pole_endogroupe
B2 argmax,natfare/y,332,0.250000,1.485053,0.726322,0.489088,0.250000,1052,droite,332,mixte,ordinal 3 et plus,attitude,droite_bas
B3 foret,natfare/y,332,0.290663,1.485053,0.519376,0.349735,0.290663,1052,droite,332,mixte,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natfare/y,332,0.006024,1.485053,1.476804,0.994445,0.006024,1052,droite,332,mixte,ordinal 3 et plus,attitude,droite_bas
agents composite,natroad,332,0.189759,1.270184,1.333375,1.049750,-0.189759,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natroad,332,0.204819,1.270184,1.013455,0.797881,-0.204819,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents enquete,natroad,332,0.228916,1.270184,1.062447,0.836451,-0.228916,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natroad,330,0.187486,1.270184,0.928110,0.730690,-0.139421,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents v7,natroad,330,0.076880,1.270184,1.114029,0.877061,-0.025785,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents v8,natroad,331,0.180318,1.270184,0.989306,0.778868,-0.144273,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B0 mode,natroad,332,0.254518,1.270184,0.000000,0.000000,0.254518,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natroad,332,0.015060,1.270184,1.308184,1.029917,-0.015060,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natroad,332,0.153614,1.270184,0.756570,0.595638,0.153614,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natroad,332,0.173193,1.270184,0.642786,0.506057,0.173193,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B3 foret,natroad,332,0.191265,1.270184,0.549950,0.432969,0.191265,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natroad,332,0.019578,1.270184,1.270663,1.000377,-0.013554,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents composite,natsoc,332,0.280120,1.185209,1.577894,1.331320,-0.280120,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natsoc,332,0.221386,1.185209,1.238547,1.045003,-0.221386,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,natsoc,332,0.367470,1.185209,1.339452,1.130140,-0.367470,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natsoc,330,0.073567,1.185209,1.088831,0.918682,-0.019441,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,natsoc,331,0.048757,1.185209,1.133101,0.956034,-0.009691,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,natsoc,331,0.476459,1.185209,1.161525,0.980016,-0.476459,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,natsoc,332,0.207831,1.185209,0.000000,0.000000,0.207831,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natsoc,332,0.039157,1.185209,1.036464,0.874499,0.039157,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natsoc,332,0.143072,1.185209,0.582431,0.491416,0.143072,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natsoc,332,0.191265,1.185209,0.212039,0.178904,0.191265,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natsoc,332,0.204819,1.185209,0.055265,0.046629,0.204819,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natsoc,332,0.013554,1.185209,1.137436,0.959692,0.013554,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,natmass,332,0.185241,1.388703,1.500556,1.080545,-0.185241,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natmass,332,0.320783,1.388703,1.236337,0.890282,-0.320783,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,natmass,332,0.152108,1.388703,1.522626,1.096437,0.070783,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natmass,332,0.356928,1.388703,0.744505,0.536115,0.356928,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,natmass,332,0.265060,1.388703,1.108708,0.798377,0.265060,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,natmass,331,0.483243,1.388703,0.549356,0.395589,-0.483243,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,natmass,332,0.209337,1.388703,0.000000,0.000000,-0.046687,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natmass,332,0.129518,1.388703,1.327792,0.956138,0.129518,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natmass,332,0.128012,1.388703,0.791125,0.569686,-0.016566,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natmass,332,0.137048,1.388703,0.649215,0.467497,0.016566,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natmass,332,0.192771,1.388703,0.212039,0.152688,-0.030120,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natmass,332,0.013554,1.388703,1.400720,1.008654,-0.013554,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,natpark,332,0.149096,1.236800,1.334790,1.079229,-0.149096,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natpark,332,0.256024,1.236800,1.207317,0.976162,-0.256024,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,natpark,332,0.094880,1.236800,1.464842,1.184381,-0.094880,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natpark,332,0.186747,1.236800,1.152705,0.932006,0.186747,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,natpark,332,0.268072,1.236800,1.064598,0.860768,0.268072,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,natpark,331,0.468091,1.236800,0.725423,0.586532,-0.468091,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,natpark,332,0.170181,1.236800,0.000000,0.000000,-0.061747,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natpark,332,0.021084,1.236800,1.169023,0.945200,0.021084,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natpark,332,0.135542,1.236800,0.397094,0.321065,-0.033133,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natpark,332,0.156627,1.236800,0.181849,0.147032,-0.048193,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natpark,332,0.170181,1.236800,0.000000,0.000000,-0.061747,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natpark,332,0.021084,1.236800,1.209161,0.977653,0.021084,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,natchld,332,0.218373,1.487183,1.536430,1.033114,-0.218373,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natchld,332,0.364458,1.487183,1.285837,0.864613,-0.364458,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents enquete,natchld,332,0.120482,1.487183,1.492501,1.003576,-0.006024,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natchld,332,0.269578,1.487183,0.846125,0.568945,0.269578,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents v7,natchld,332,0.209337,1.487183,1.111216,0.747195,0.209337,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents v8,natchld,331,0.538947,1.487183,0.586251,0.394202,-0.538947,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B0 mode,natchld,332,0.391566,1.487183,0.000000,0.000000,0.391566,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natchld,332,0.147590,1.487183,1.283520,0.863055,0.147590,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natchld,332,0.061747,1.487183,1.297755,0.872626,0.022590,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natchld,332,0.108434,1.487183,1.224719,0.823516,0.108434,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
B3 foret,natchld,332,0.147590,1.487183,1.001754,0.673591,0.147590,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natchld,332,0.021084,1.487183,1.451447,0.975971,-0.003012,1052,droite,332,sensible,ordinal 3 et plus,attitude,droite_bas
agents composite,natsci,332,0.105422,1.379363,1.566790,1.135880,-0.069277,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natsci,332,0.271084,1.379363,1.269011,0.919998,-0.271084,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,natsci,332,0.117470,1.379363,1.564917,1.134522,0.054217,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natsci,332,0.259036,1.379363,1.152283,0.835373,0.259036,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,natsci,332,0.277108,1.379363,1.185209,0.859244,0.277108,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,natsci,331,0.422915,1.379363,0.735822,0.533450,-0.422915,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,natsci,332,0.201807,1.379363,0.000000,0.000000,-0.015060,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natsci,332,0.078313,1.379363,1.374546,0.996508,0.078313,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natsci,332,0.147590,1.379363,0.607953,0.440749,-0.015060,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natsci,332,0.164157,1.379363,0.457849,0.331928,-0.001506,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natsci,332,0.197289,1.379363,0.076506,0.055465,-0.010542,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natsci,332,0.004518,1.379363,1.365270,0.989783,-0.001506,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,natenrgy,332,0.073795,1.573713,1.548883,0.984222,-0.073795,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),natenrgy,332,0.328313,1.573713,1.044820,0.663920,-0.328313,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,natenrgy,332,0.117470,1.573713,1.482773,0.942213,0.117470,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),natenrgy,331,0.277937,1.573713,1.132760,0.719801,0.277937,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,natenrgy,332,0.329819,1.573713,1.078063,0.685044,0.329819,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,natenrgy,331,0.436565,1.573713,0.546722,0.347409,-0.436565,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,natenrgy,332,0.503012,1.573713,0.000000,0.000000,0.503012,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,natenrgy,332,0.180723,1.573713,1.446974,0.919465,0.180723,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,natenrgy,332,0.073795,1.573713,1.429550,0.908393,-0.046687,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,natenrgy,332,0.034639,1.573713,1.554650,0.987887,0.034639,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,natenrgy,332,0.105422,1.573713,1.296675,0.823959,0.087349,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,natenrgy,332,0.022590,1.573713,1.556403,0.989001,-0.022590,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,uswary,332,0.439759,0.967976,0.656837,0.678567,,1052,droite,332,non teste,binaire,attitude,
agents entretien (v3),uswary,331,0.454355,0.967976,0.622133,0.642715,,1052,droite,332,non teste,binaire,attitude,
agents enquete,uswary,332,0.421687,0.967976,0.696789,0.719842,,1052,droite,332,non teste,binaire,attitude,
agents demographiques (v6),uswary,332,0.584337,0.967976,0.166033,0.171526,,1052,droite,332,non teste,binaire,attitude,
agents v7,uswary,332,0.536145,0.967976,0.376582,0.389040,,1052,droite,332,non teste,binaire,attitude,
agents v8,uswary,331,0.261002,0.967976,0.933933,0.964831,,1052,droite,332,non teste,binaire,attitude,
B0 mode,uswary,332,0.391566,0.967976,0.000000,0.000000,,1052,droite,332,non teste,binaire,attitude,
B0 tirage,uswary,332,0.096386,0.967976,1.001754,1.034896,,1052,droite,332,non teste,binaire,attitude,
B1 argmax,uswary,332,0.210843,0.967976,0.683829,0.706452,,1052,droite,332,non teste,binaire,attitude,
B2 argmax,uswary,332,0.144578,0.967976,0.808642,0.835395,,1052,droite,332,non teste,binaire,attitude,
B3 foret,uswary,332,0.240964,0.967976,0.613519,0.633816,,1052,droite,332,non teste,binaire,attitude,
humains vague 2,uswary,332,0.012048,0.967976,0.959874,0.991630,,1052,droite,332,non teste,binaire,attitude,
agents composite,prayer,332,0.000000,1.002173,1.002173,1.000000,,1052,droite,332,non teste,binaire,attitude,
agents entretien (v3),prayer,331,0.173716,1.002173,0.913264,0.911284,,1052,droite,332,non teste,binaire,attitude,
agents enquete,prayer,332,0.000000,1.002173,1.002173,1.000000,,1052,droite,332,non teste,binaire,attitude,
agents demographiques (v6),prayer,332,0.231928,1.002173,0.840858,0.839035,,1052,droite,332,non teste,binaire,attitude,
agents v7,prayer,332,0.295181,1.002173,0.733635,0.732045,,1052,droite,332,non teste,binaire,attitude,
agents v8,prayer,331,0.406344,1.002173,0.450735,0.449757,,1052,droite,332,non teste,binaire,attitude,
B0 mode,prayer,332,0.500000,1.002173,0.000000,0.000000,,1052,droite,332,non teste,binaire,attitude,
B0 tirage,prayer,332,0.186747,1.002173,0.899066,0.897116,,1052,droite,332,non teste,binaire,attitude,
B1 argmax,prayer,332,0.012048,1.002173,1.001754,0.999582,,1052,droite,332,non teste,binaire,attitude,
B2 argmax,prayer,332,0.057229,1.002173,0.992702,0.990550,,1052,droite,332,non teste,binaire,attitude,
B3 foret,prayer,332,0.093373,1.002173,0.976868,0.974750,,1052,droite,332,non teste,binaire,attitude,
humains vague 2,prayer,332,0.027108,1.002173,1.000051,0.997883,,1052,droite,332,non teste,binaire,attitude,
agents composite,courts,332,0.105422,1.096297,0.644838,0.588197,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),courts,332,0.045181,1.096297,0.936386,0.854135,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents enquete,courts,332,0.057229,1.096297,0.863186,0.787364,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),courts,331,0.214775,1.096297,1.245436,1.136039,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v7,courts,332,0.311747,1.096297,1.488293,1.357563,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v8,courts,331,0.159575,1.096297,0.254902,0.232511,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 mode,courts,332,0.180723,1.096297,0.000000,0.000000,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 tirage,courts,332,0.192771,1.096297,1.519171,1.385729,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B1 argmax,courts,332,0.159639,1.096297,0.210889,0.192365,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B2 argmax,courts,332,0.109940,1.096297,0.617838,0.563568,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B3 foret,courts,332,0.180723,1.096297,0.000000,0.000000,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
humains vague 2,courts,332,0.024096,1.096297,1.013344,0.924333,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents composite,discaffw,332,0.135542,1.920072,1.338178,0.696942,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),discaffw,331,0.105956,1.920072,1.504374,0.783499,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents enquete,discaffw,332,0.094378,1.920072,1.358596,0.707576,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),discaffw,332,0.271084,1.920072,0.523608,0.272703,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v7,discaffw,332,0.283133,1.920072,0.397094,0.206812,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v8,discaffw,331,0.184973,1.920072,1.346997,0.701535,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 mode,discaffw,332,0.308233,1.920072,0.000000,0.000000,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 tirage,discaffw,332,0.115462,1.920072,1.905074,0.992189,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B1 argmax,discaffw,332,0.050201,1.920072,1.700626,0.885710,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B2 argmax,discaffw,332,0.148594,1.920072,1.264816,0.658734,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B3 foret,discaffw,332,0.113454,1.920072,1.405488,0.731998,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
humains vague 2,discaffw,332,0.014056,1.920072,1.916134,0.997949,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents composite,discaffm,332,0.150602,1.915373,1.497558,0.781862,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),discaffm,331,0.189732,1.915373,1.491201,0.778544,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents enquete,discaffm,332,0.255020,1.915373,1.338672,0.698909,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),discaffm,332,0.199799,1.915373,0.720315,0.376070,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v7,discaffm,332,0.211847,1.915373,0.647218,0.337907,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v8,discaffm,331,0.306549,1.915373,1.226876,0.640541,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 mode,discaffm,332,0.257028,1.915373,0.000000,0.000000,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 tirage,discaffm,332,0.122490,1.915373,1.776470,0.927480,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B1 argmax,discaffm,332,0.060241,1.915373,1.689552,0.882101,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B2 argmax,discaffm,332,0.128514,1.915373,1.325329,0.691943,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B3 foret,discaffm,332,0.205823,1.915373,0.773671,0.403927,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
humains vague 2,discaffm,332,0.046185,1.915373,1.919316,1.002059,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents composite,fehire,332,0.204819,2.246852,1.563637,0.695923,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents entretien (v3),fehire,332,0.219127,2.246852,1.616676,0.719529,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents enquete,fehire,332,0.109187,2.246852,1.645873,0.732524,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents demographiques (v6),fehire,332,0.210090,2.246852,1.229137,0.547049,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v7,fehire,332,0.254518,2.246852,1.259700,0.560651,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents v8,fehire,332,0.325301,2.246852,1.131938,0.503789,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 mode,fehire,332,0.211596,2.246852,0.985749,0.438725,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B0 tirage,fehire,332,0.131777,2.246852,2.217490,0.986932,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B1 argmax,fehire,332,0.046687,2.246852,2.046389,0.910780,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B2 argmax,fehire,332,0.101657,2.246852,1.726495,0.768406,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
B3 foret,fehire,332,0.129518,2.246852,1.580231,0.703309,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
humains vague 2,fehire,332,0.021837,2.246852,2.241628,0.997675,,1052,droite,332,non teste,ordinal 3 et plus,attitude,
agents composite,fechld,332,0.129518,1.731657,1.650613,0.953199,-0.129518,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),fechld,331,0.151955,1.731657,1.571743,0.907653,-0.148036,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,fechld,332,0.208835,1.731657,1.556337,0.898756,-0.208835,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),fechld,332,0.091365,1.731657,1.245354,0.719169,-0.005020,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,fechld,332,0.094378,1.731657,1.389740,0.802549,0.094378,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,fechld,332,0.321285,1.731657,1.467928,0.847701,-0.321285,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,fechld,332,0.200803,1.731657,0.000000,0.000000,0.000000,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,fechld,332,0.047189,1.731657,1.634671,0.943993,0.047189,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,fechld,332,0.080321,1.731657,1.286291,0.742809,0.048193,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,fechld,332,0.150602,1.731657,0.652181,0.376623,0.046185,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,fechld,332,0.144578,1.731657,0.656837,0.379311,0.056225,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,fechld,332,0.022088,1.731657,1.811968,1.046378,-0.018072,1052,droite,332,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,fepresch,332,0.082329,1.818508,1.634958,0.899065,-0.082329,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),fepresch,332,0.108434,1.818508,1.539701,0.846684,-0.094378,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents enquete,fepresch,332,0.172691,1.818508,1.446068,0.795195,-0.172691,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),fepresch,332,0.102410,1.818508,1.170094,0.643436,0.012048,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v7,fepresch,332,0.119478,1.818508,1.267095,0.696777,0.099398,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v8,fepresch,332,0.270080,1.818508,1.235378,0.679336,-0.270080,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 mode,fepresch,332,0.225904,1.818508,0.000000,0.000000,0.101406,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 tirage,fepresch,332,0.083333,1.818508,1.703520,0.936768,0.083333,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B1 argmax,fepresch,332,0.073293,1.818508,1.444981,0.794597,0.005020,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B2 argmax,fepresch,332,0.148594,1.818508,1.003654,0.551911,0.064257,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B3 foret,fepresch,332,0.174699,1.818508,0.738708,0.406217,0.072289,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
humains vague 2,fepresch,332,0.019076,1.818508,1.820373,1.001025,0.017068,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents composite,fefam,332,0.100402,1.895549,1.530965,0.807663,-0.076305,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),fefam,332,0.162651,1.895549,1.786617,0.942533,-0.162651,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents enquete,fefam,332,0.217871,1.895549,1.698564,0.896081,-0.217871,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),fefam,332,0.079317,1.895549,1.689769,0.891441,0.079317,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v7,fefam,332,0.219880,1.895549,1.576696,0.831789,0.219880,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents v8,fefam,332,0.332329,1.895549,1.244551,0.656565,-0.332329,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 mode,fefam,332,0.274096,1.895549,0.000000,0.000000,0.177711,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B0 tirage,fefam,332,0.122490,1.895549,1.896622,1.000566,0.122490,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B1 argmax,fefam,332,0.045181,1.895549,1.683757,0.888269,-0.011044,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B2 argmax,fefam,332,0.123494,1.895549,1.487228,0.784590,0.111446,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
B3 foret,fefam,332,0.140562,1.895549,1.301883,0.686811,0.064257,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
humains vague 2,fefam,332,0.010040,1.895549,1.900053,1.002376,-0.010040,1052,droite,332,investiguer,ordinal 3 et plus,attitude,droite_bas
agents composite,fepol,332,0.030120,0.983004,0.994594,1.011790,-0.030120,1052,droite,332,non teste,binaire,attitude,droite_bas
agents entretien (v3),fepol,332,0.159639,0.983004,0.827461,0.841768,0.159639,1052,droite,332,non teste,binaire,attitude,droite_bas
agents enquete,fepol,332,0.075301,0.983004,1.002068,1.019393,-0.075301,1052,droite,332,non teste,binaire,attitude,droite_bas
agents demographiques (v6),fepol,331,0.394506,0.983004,0.166428,0.169306,0.394506,1052,droite,332,non teste,binaire,attitude,droite_bas
agents v7,fepol,330,0.373220,0.983004,0.268951,0.273601,0.373220,1052,droite,332,non teste,binaire,attitude,droite_bas
agents v8,fepol,332,0.090361,0.983004,1.001937,1.019260,-0.090361,1052,droite,332,non teste,binaire,attitude,droite_bas
B0 mode,fepol,332,0.418675,0.983004,0.000000,0.000000,0.418675,1052,droite,332,non teste,binaire,attitude,droite_bas
B0 tirage,fepol,332,0.198795,0.983004,0.762120,0.775297,0.198795,1052,droite,332,non teste,binaire,attitude,droite_bas
B1 argmax,fepol,332,0.060241,0.983004,0.943548,0.959862,0.060241,1052,droite,332,non teste,binaire,attitude,droite_bas
B2 argmax,fepol,332,0.280120,0.983004,0.582613,0.592686,0.280120,1052,droite,332,non teste,binaire,attitude,droite_bas
B3 foret,fepol,332,0.213855,0.983004,0.733635,0.746320,0.213855,1052,droite,332,non teste,binaire,attitude,droite_bas
humains vague 2,fepol,332,0.069277,0.983004,1.001754,1.019074,-0.069277,1052,droite,332,non teste,binaire,attitude,droite_bas
