volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,axes,n_pool,n_items_contexte,note,n_axes,n_cellules,plafond,attribut_retire,chute_points,modalites,n_attaques,n_items,hasard,fpr_cible,ecart_points,ecart_bas,ecart_haut,cible_top1,cible_ic_bas,cible_ic_haut,comparateur_top1,comparateur_ic_bas,comparateur_ic_haut,controle_interpretabilite_passe,cible_tpr,comparateur_tpr,comparateur_retenu,seuil_effondrement,seuil_tenue,k_items,n_tirages_items,temoin_aleatoire,n_modalites,attribut,park_bloc_complet,top1_comparateur
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.005344995140913508,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,11.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),top1_ferme_borne_en_faveur,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),auc_monde_ouvert,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),top1_ferme_uniforme_PUBLIE,0.0006478781988986071,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),top1_ferme_borne_en_faveur,0.0014577259475218659,0.0,0.003401360544217687,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),auc_monde_ouvert,0.00016409451466273026,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00923226433430515,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,19.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.0009718172983479105,0.0,0.0024295432458697765,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),top1_ferme_borne_en_faveur,0.0009718172983479105,0.0,0.0024295432458697765,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),top1_ferme_borne_contre,0.0009718172983479105,0.0,0.0024295432458697765,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),auc_monde_ouvert,0.000647642091683265,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 14 attributs + 494 items de contexte,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),top1_ferme_uniforme_PUBLIE,0.0008908325234855847,0.0,0.0021056041464204726,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),top1_ferme_borne_en_faveur,0.0014577259475218659,0.0,0.003401360544217687,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),top1_ferme_borne_contre,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),auc_monde_ouvert,0.0003098907201364511,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00923226433430515,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,19.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),top1_ferme_borne_en_faveur,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),top1_ferme_borne_contre,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),auc_monde_ouvert,0.0012686040680328775,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,(temoin) PMM k=10 canonique c7_monde_ouvert,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4bis rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique (Demographics Only),naif (Hamming),rapport_top1_ferme,9.646281615704039,7.498608822661885,12.954143285133561,,2058.0,,"bootstrap APPARIE ; controle = regle de c7_controle_interpretabilite (IC disjoints), meme attaque, meme bassin",,,,,,,,,,,0.1854875283446712,0.16949141561386455,0.20287597181729836,0.20694039520570132,0.19060293164885,0.22337301587301586,0.021452866861030127,0.015816124068675087,0.027973153547133135,1.0,,,,,,,,,,,,
4bis rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique (Demographics Only),naif (Hamming),rapport_tpr_a_fpr_1pct_escalier,15.250000000000002,,,,2058.0,,,,,,,,,,,,,,,,,,,,,,,0.029640427599611274,0.001943634596695821,,,,,,,,,,
4bis rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique (Demographics Only),A-LLR (hors pli),rapport_top1_ferme,29.875000000000004,20.043432971014493,55.0,,2058.0,,"bootstrap APPARIE ; controle = regle de c7_controle_interpretabilite (IC disjoints), meme attaque, meme bassin",,,,,,,,,,,0.22448979591836735,0.206511175898931,0.2424684159378037,0.23226433430515064,0.21379980563654033,0.250242954324587,0.007774538386783284,0.004373177842565598,0.011661807580174927,1.0,,,,,,,,,,,,
4bis rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique (Demographics Only),A-LLR (hors pli),rapport_tpr_a_fpr_1pct_escalier,88.0,,,,2058.0,,,,,,,,,,,,,,,,,,,,,,,0.042759961127308066,0.00048590864917395527,,,,,,,,,,
4bis rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),rapport_top1_ferme,2555.2999999999997,659.2850000000001,2740.6525,,2058.0,,"bootstrap APPARIE ; controle = regle de c7_controle_interpretabilite (IC disjoints), meme attaque, meme bassin",,,,,,,,,,,0.206859410430839,0.1906237852283771,0.22396339488176223,0.20694039520570132,0.19060293164885,0.22337301587301586,8.098477486232588e-05,0.0,0.00024295432458697764,1.0,,,,,,,,,,,,
4bis rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),rapport_tpr_a_fpr_1pct_escalier,inf,,,,2058.0,,,,,,,,,,,,,,,,,,,,,,,0.029640427599611274,0.0,,,,,,,,,,
